system,param,current_value,vectorizable,why_logic
crypto,SYMBOLS,/Users/niels/Documents/binance/symbols.json,MAYBE_STATE,IF-GATE
crypto,SYMBOLS_ANG_LONG,/Users/niels/Documents/binance/symbols_ang_long.json,YES,kw
crypto,SYMBOLS_ANG_SHORT,/Users/niels/Documents/binance/symbols_ang_short.json,YES,kw
crypto,SYMBOLS_FILE,/Users/niels/Documents/binance/symbols.json,MAYBE_STATE,IF-GATE
crypto,SYMBOLS_INF_LONG,/Users/niels/Documents/binance/symbols_inf_long.json,YES,kw
crypto,SYMBOLS_INF_SHORT,/Users/niels/Documents/binance/symbols_inf_short.json,YES,kw
crypto,SYMBOL_CONFIGS_FILE,/Users/niels/Documents/binance/symbol_configs.json,MAYBE_STATE,IF-GATE
crypto,SYMBOL_PERF_ENABLED,True,MAYBE_STATE,IF-GATE
crypto,SYMBOL_PERF_MAX_MULT,10,YES,kw
crypto,SYMBOL_PERF_MIN_MULT,0.1,YES,kw
crypto,SYMBOL_PERF_MIN_TRADES,5,YES,IF-GATE
crypto,SYMBOL_PERF_REFRESH_SECONDS,3600,MAYBE_STATE,IF-GATE
crypto,SYMBOL_SIZE_MULTIPLIERS,None,MAYBE_STATE,kw
crypto,TF_FOCUS,3m,MAYBE_STATE,IF-GATE
crypto,TIER_A_MIN_GAIN,0.3,YES,IF-GATE
crypto,TIER_A_MIN_TRADES,10,YES,IF-GATE
crypto,TIER_A_WIN_RATE,0.6,MAYBE_STATE,IF-GATE
crypto,TIER_B_MIN_TRADES,5,YES,IF-GATE
crypto,TIER_B_WIN_RATE,0.45,MAYBE_STATE,IF-GATE
crypto,TIER_ENABLED,True,MAYBE_STATE,IF-GATE
crypto,TRADEABLE_KEYS_MANDATORY_SIZE_USD,9,MAYBE_STATE,kw
crypto,TRENDER_DD_RATIO_MAX,0.4,MAYBE_STATE,kw
crypto,TRENDER_INJECT_LIVE,False,MAYBE_STATE,IF-GATE
crypto,TRENDER_INJECT_SHADOW_LOG,True,MAYBE_STATE,IF-GATE
crypto,TRENDER_QV_MAX_BOOST,1.5,YES,kw
crypto,TRENDER_RET24_MIN_PCT,2.5,YES,kw
crypto,TREND_ACCOUNTS,None,MAYBE_STATE,IF-GATE
crypto,TREND_EXIT_SCORE_FLIP,0,YES,kw
crypto,TREND_GATES,True,MAYBE_STATE,IF-GATE
crypto,TREND_HEDGE_MAX_SEC,180,YES,kw
crypto,TREND_HTF_MIN_BEAR,7,YES,kw
crypto,TREND_HTF_MIN_BULL,7,YES,kw
crypto,TREND_MIN_GAIN_EXIT,0.1,YES,kw
crypto,TRIPLE_CONF_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,TRIPLE_CONF_RSI_LONG,30,YES,IF-GATE
crypto,TRIPLE_CONF_RSI_SHORT,70,YES,kw
crypto,TRIPLE_CONF_SCORE,30,YES,kw
crypto,TRIPLE_CONF_STOCH_LONG,20,YES,IF-GATE
crypto,TRIPLE_CONF_STOCH_SHORT,80,YES,kw
crypto,TR_ADX4H_BOYCOTT_SCORE,-40,YES,kw
crypto,TR_ADX4H_GATE_ENABLED,False,YES,IF-GATE
crypto,TR_ADX4H_MAX,20,YES,IF-GATE
crypto,TR_BBWIDTH4H_BOYCOTT_SCORE,-35,YES,kw
crypto,TR_BBWIDTH4H_GATE_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,TR_BBWIDTH4H_MAX,10,MAYBE_STATE,IF-GATE
crypto,TR_CHOP4H_GATE_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,TR_CHOP4H_MIN,50,MAYBE_STATE,IF-GATE
crypto,TR_DCWIDTH4H_SHORT_BOYCOTT_SCORE,-25,YES,kw
crypto,TR_DCWIDTH4H_SHORT_ENABLED,True,YES,IF-GATE
crypto,TR_DCWIDTH4H_SHORT_MAX,15,YES,IF-GATE
crypto,TR_MFI4H_LONG_BOYCOTT_SCORE,-25,YES,kw
crypto,TR_MFI4H_LONG_ENABLED,True,YES,IF-GATE
crypto,TR_MFI4H_LONG_MIN,40,YES,IF-GATE
crypto,UNDERWATER_HOC_USDC_MAKER_BYPASS,True,YES,kw
crypto,VERBOSE,True,MAYBE_STATE,IF-GATE
crypto,VERBOSE2,False,MAYBE_STATE,IF-GATE
crypto,VERBOSE_FETCH_LOGGING,False,MAYBE_STATE,IF-GATE
crypto,VERBOSE_STOPS,False,MAYBE_STATE,IF-GATE
crypto,VOL_SPIKE_BODY_RATIO,0.7,MAYBE_STATE,kw
crypto,VOL_SPIKE_ENABLED,True,MAYBE_STATE,IF-GATE
crypto,VOL_SPIKE_LS_MAX_IMBALANCE,1.5,YES,kw
crypto,VOL_SPIKE_MIN_ALIGNMENT,3,YES,kw
crypto,VOL_SPIKE_RELVOL_THRESHOLD,3,YES,kw
crypto,VP_GATE_AUGMENT_GATE_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,VP_GATE_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,VP_GATE_HEDGE_GATE_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,VP_GATE_MIN_DENSITY_Z,2,YES,kw
crypto,VP_GATE_MIN_DISTANCE_PCT,1,YES,kw
crypto,VP_GATE_STALE_MAX_SEC,7200,YES,kw
crypto,WATCHDOG_WT3M_ESCALATE_ENABLED,True,YES,IF-GATE
crypto,WINNERS_15M_FILE,/Users/niels/Documents/binance/data/winners_30r,MAYBE_STATE,IF-GATE
crypto,WINNER_PROTECT_ENABLED,False,MAYBE_STATE,IF-GATE
crypto,WRONG_SIDE_ABS_KILL_ENABLED,True,MAYBE_STATE,IF-GATE
crypto,WRONG_SIDE_K_TFS_REQUIRED,0,YES,kw
crypto,WRONG_SIDE_MIN_AGE_MIN,30,YES,kw
crypto,WRONG_SIDE_WT_TFS_REQUIRED,4,YES,kw
crypto,WT15M_AGAINST_FORCE_HEDGE_COOLDOWN_SEC,30,YES,kw
crypto,WT15M_AGAINST_FORCE_HEDGE_ENABLED,False,YES,kw
crypto,WT_15M_SAME_HEDGE_COOLDOWN_SEC,1800,YES,kw
crypto,WT_15M_SAME_HEDGE_DAILY_CAP,2,YES,kw
crypto,WT_15M_SAME_HEDGE_ENABLED,False,YES,kw
crypto,WT_3M_OPEN_GATE_ENABLED,False,YES,kw
crypto,WT_CHOP_GATE_ENABLED,False,YES,IF-GATE
crypto,WT_CHOP_MAX,8,YES,kw
crypto,WT_COMPOSITE_DELTA_GATE_ENABLED,True,YES,IF-GATE
crypto,WT_COMPOSITE_DELTA_LONG_MIN,-100,YES,IF-GATE
crypto,WT_COMPOSITE_DELTA_SCORE_BONUS,3,YES,kw
crypto,WT_COMPOSITE_DELTA_SCORE_ENABLED,True,YES,IF-GATE
crypto,WT_COMPOSITE_DELTA_SCORE_THRESHOLD,50,YES,kw
crypto,WT_COMPOSITE_DELTA_SHORT_MAX,100,YES,IF-GATE
crypto,WT_COMPOSITE_SCORING_ENABLED,True,YES,kw
crypto,WT_CROSS_EXIT_APPLIES_TO_LOSERS,True,YES,kw
crypto,WT_CROSS_EXIT_APPLIES_TO_WINNERS,True,YES,kw
crypto,WT_CROSS_EXIT_ENABLED,True,YES,IF-GATE
crypto,WT_CROSS_EXIT_MIN_AGE_MINUTES,1,YES,kw
crypto,WT_CROSS_EXIT_REQUIRE_15M_CONFIRM,True,YES,IF-GATE
crypto,WT_DIV_ENTRY_GATE_ENABLED,True,YES,IF-GATE
crypto,WT_EXHAUST_ENTRY_GATE_ENABLED,False,YES,IF-GATE
crypto,WT_EXHAUST_EXIT_MIN_GAIN_PCT,0.5,YES,kw
crypto,WT_EXIT_VEL_THRESHOLD,-6,YES,kw
crypto,WT_MTF_VEL_GATE_ENABLED,True,YES,IF-GATE
crypto,WT_MTF_VEL_MIN,2,YES,kw
crypto,WT_PERCENTILE_ENTRY_GATE_ENABLED,False,YES,IF-GATE
crypto,WT_PERCENTILE_ENTRY_OB_D,90,YES,IF-GATE
crypto,WT_PERCENTILE_ENTRY_OS_D,10,YES,IF-GATE
crypto,WT_REDUCE_FRAC_HIGH,0.5,YES,kw
crypto,WT_REDUCE_FRAC_LOW,0.15,YES,kw
crypto,WT_REDUCE_FRAC_MED,0.25,YES,IF-GATE
crypto,ZERO_CONFIRMATION_THRESHOLD_WS,1,YES,IF-GATE
tradier,ABLATION_DISABLE_AGGRESSIVE_HEDGE,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_AUGMENTATION,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_CHECK_NOLOSS,False,YES,kw
tradier,ABLATION_DISABLE_DC_BREACH_REDUCE,False,YES,kw
tradier,ABLATION_DISABLE_ENTRY_LEADERBOARD,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_ENTRY_RANKING,True,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_ENTRY_REVERSAL,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_ENTRY_TECHNICAL,True,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_HIGH_GAIN_AUGMENT,False,YES,kw
tradier,ABLATION_DISABLE_PERIODIC_REENTRY,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_RATIO_REBALANCE,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_REENTRY,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_REENTRY_ENFORCE,False,MAYBE_STATE,kw
tradier,ABLATION_DISABLE_SPIKE_FADE_EXIT,False,MAYBE_STATE,kw
tradier,ACCOUNTS,None,MAYBE_STATE,IF-GATE
tradier,ALIGNMENT_GATE_MIN,4,YES,IF-GATE
tradier,ALIGNMENT_GATE_TOTAL,36,YES,kw
tradier,ATR_TRAIL_2X_EXIT_ENABLED,False,YES,IF-GATE
tradier,AUGMENT_ONLY_WHEN_PROFITABLE_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,BACKTEST_VALIDATED_GATES_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,BB_BREAKOUT_SCORE,20,YES,kw
tradier,BB_RECOVERY_EXIT_ENABLED_TRADIER,True,YES,IF-GATE
tradier,BB_RECOVERY_EXIT_TOLERANCE_ATR_MULT_TRADIER,0,YES,kw
tradier,BB_RECOVERY_EXIT_TOLERANCE_PCT_TRADIER,0.3,YES,kw
tradier,BB_RSI_STOCH_SCALP_SCORE,12,YES,kw
tradier,BEAR_MARKET_MODE_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,BOUNCE_REENTRY_ENABLED_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,BOUNCE_REENTRY_K_RESET_LONG_TRADIER,35,YES,kw
tradier,BOUNCE_REENTRY_K_RESET_SHORT_TRADIER,65,YES,kw
tradier,BOUNCE_TOP_MAX_LOSS_PCT,-50,YES,kw
tradier,BOUNCE_TOP_MIN_HOLD_MINUTES,1440,YES,kw
tradier,BOUNCE_TOP_MIN_LOSS_PCT,-3,YES,kw
tradier,BOUNCE_TOP_REENTRY_MULT,1.5,MAYBE_STATE,kw
tradier,BREAKEVEN_DC_LOW4_ENABLED,True,YES,IF-GATE
tradier,BREAKOUT_SIZE_EMA200_T1_MULT,1.5,YES,kw
tradier,BREAKOUT_SIZE_EMA200_T1_PCT,1,YES,kw
tradier,BREAKOUT_SIZE_EMA200_T2_MULT,2,YES,kw
tradier,BREAKOUT_SIZE_EMA200_T2_PCT,1.5,YES,kw
tradier,BREAKOUT_SIZE_EMA200_T3_MULT,3,YES,kw
tradier,BREAKOUT_SIZE_EMA200_T3_PCT,2.5,YES,IF-GATE
tradier,BROKER_PREFLIGHT_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,BROKER_PREFLIGHT_MAX_SAME_SIDE_QTY,50,YES,kw
tradier,CLENOW_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,CLENOW_MIN_SCORE,5,YES,kw
tradier,CLENOW_POSITION_SIZE,800,MAYBE_STATE,kw
tradier,CLENOW_REGIME_FILTER,True,MAYBE_STATE,IF-GATE
tradier,CLOSE_ZONE_SIZE_MULT,1.5,YES,kw
tradier,COMBINED_STOCH_GATE_TRADIER,60,YES,kw
tradier,CONGRESS_CONVICTION_MIN_SOURCES,2,YES,kw
tradier,CONNORS_RSI_ENABLED,False,YES,IF-GATE
tradier,CONNORS_RSI_ENTRY_THRESHOLD,10,YES,kw
tradier,CONNORS_RSI_EXIT_THRESHOLD,70,YES,kw
tradier,CONNORS_RSI_MAX_HOLD_DAYS,20,YES,kw
tradier,CONNORS_RSI_POSITION_SIZE,600,YES,kw
tradier,CONVICTION_SHORT_THRESHOLD,20,YES,IF-GATE
tradier,CONVICTION_SIZING_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,COUNTER_TREND_SMA200_BYPASS_ENABLED,True,YES,IF-GATE
tradier,CT_WT_VELOCITY_1H_MIN,2,YES,kw
tradier,CT_WT_VELOCITY_GATE_ENABLED,False,YES,IF-GATE
tradier,DC_BREAK_GR_MULT_BREAKOUT,0.1,YES,kw
tradier,DC_BREAK_GR_MULT_ENABLED,False,YES,IF-GATE
tradier,DC_BREAK_GR_MULT_RETEST,3,YES,kw
tradier,DC_BREAK_GR_RETEST_TOLERANCE_PCT,0.3,YES,kw
tradier,DC_DAYTRADE_ACCOUNT,trb,YES,kw
tradier,DC_DAYTRADE_BUFFER,0.001,YES,kw
tradier,DC_DAYTRADE_ENABLED,True,YES,IF-GATE
tradier,DC_DAYTRADE_K_EXHAUSTED_LONG,85,YES,kw
tradier,DC_DAYTRADE_K_EXHAUSTED_SHORT,15,YES,kw
tradier,DC_DAYTRADE_LONG_BUDGET,3000,YES,kw
tradier,DC_DAYTRADE_MAX_HOLD_MINUTES,240,YES,kw
tradier,DC_DAYTRADE_MAX_PER_SIDE,5,YES,kw
tradier,DC_DAYTRADE_MAX_POSITION_SIZE,1000,YES,kw
tradier,DC_DAYTRADE_PRE_CLOSE_MINUTES,120,YES,kw
tradier,DC_DAYTRADE_REQUIRE_1H_EXPANSION,True,YES,kw
tradier,DC_DAYTRADE_SHORT_BUDGET,3000,YES,kw
tradier,DC_DAYTRADE_START_SIZE,600,YES,kw
tradier,DC_DAYTRADE_STOCH_FILTER,True,YES,kw
tradier,DC_DAYTRADE_STOP_PCT,0.015,YES,kw
tradier,DC_DAYTRADE_TARGET_PCT,0.01,YES,kw
tradier,DELTA_ATR_ENTRY_FILTER,True,YES,IF-GATE
tradier,DELTA_ENTRY_ACCEL_THRESHOLD,0.3,YES,kw
tradier,DELTA_EXIT_ACCEL_THRESHOLD,-0.1,YES,kw
tradier,DELTA_EXIT_MIN_HOLD,4,YES,kw
tradier,DELTA_EXIT_OPPOSING_RATIO,1.5,MAYBE_STATE,kw
tradier,DELTA_EXIT_REQUIRE_NONZERO_SCORE,True,YES,IF-GATE
tradier,DELTA_PYRAMID_ACCEL_THRESHOLD,0.2,YES,kw
tradier,DELTA_PYRAMID_MIN_BARS,8,YES,kw
tradier,DG_BROKER_MEMORY_SYNC_BLOCK,True,MAYBE_STATE,IF-GATE
tradier,DG_DAILY_GAIN_BLOCK_SHORT_PCT,2.5,YES,kw
tradier,DG_DAILY_LOSS_BLOCK_LONG_PCT,2.5,YES,kw
tradier,DG_HIGH_VOLATILITY_ATR_PCT,4,YES,kw
tradier,DG_HTF_ALIGN_REQUIRE_1H,False,YES,IF-GATE
tradier,DG_HTF_ALIGN_REQUIRE_4H,True,YES,IF-GATE
tradier,DG_HTF_ALIGN_REQUIRE_D,True,YES,IF-GATE
tradier,DG_MAX_FORCE_OPEN_NOTIONAL_USD,4000,YES,kw
tradier,DG_MOMENTUM_BLOCK_RSI15M_FOR_LONG,35,YES,IF-GATE
tradier,DG_MOMENTUM_BLOCK_RSI15M_FOR_SHORT,65,YES,IF-GATE
tradier,DG_MOMENTUM_BLOCK_RSI1H_FOR_LONG,35,YES,IF-GATE
tradier,DG_MOMENTUM_BLOCK_RSI1H_FOR_SHORT,65,YES,IF-GATE
tradier,DG_OPPOSITE_SIDE_PROFIT_BLOCK_PCT,1,YES,kw
tradier,DG_SMA200_SHORT_BYPASS,True,YES,kw
tradier,DG_WT_3M_REQUIRE_HTF_CONFIRM,True,YES,IF-GATE
tradier,DISASTER_GUARD_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,DYNAMIC_SCORE_COUNTER_EXIT_ENABLED,True,YES,IF-GATE
tradier,DYNAMIC_SCORE_COUNTER_EXIT_THRESHOLD,55,YES,kw
tradier,EMA_9_21_FILTER_ENABLED,True,YES,IF-GATE
tradier,EMA_9_21_TIMEFRAME,5m,YES,IF-GATE
tradier,ENTRY_MIN_ALIGNMENT,5,YES,IF-GATE
tradier,ENTRY_PRIMARY_TF,4h,MAYBE_STATE,kw
tradier,ENTRY_SYMGATE_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,ENTRY_TRIGGER_TF,15m,MAYBE_STATE,kw
tradier,ENTRY_ZONE_LONG,80,YES,kw
tradier,ENTRY_ZONE_SHORT,20,YES,kw
tradier,EOD_RATIO_ENFORCE_TRADIER,False,MAYBE_STATE,IF-GATE
tradier,EOD_SLIM_RATIO_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,EPISODIC_PIVOT_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,EP_POSITION_SIZE,800,MAYBE_STATE,kw
tradier,EXIT_ALGO_SCORE_ENABLED,False,YES,kw
tradier,EXIT_AUTO_REDUCE_CROSSUNDER_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_BOUNCE_TOP_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_CONV_FAIL_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_DC_BREACH_REDUCE_ENABLED,True,YES,kw
tradier,EXIT_DELTA_SPEED_ENABLED,True,MAYBE_STATE,kw
tradier,EXIT_GAIN_EROSION_ENABLED,True,YES,kw
tradier,EXIT_HARD_DROP_5M_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_HTF_QUICK_TP_ENABLED,True,MAYBE_STATE,kw
tradier,EXIT_IBS_EXHAUSTION_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_K5M_BOUNCE_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_MAX_HOLD_ENABLED,False,YES,IF-GATE
tradier,EXIT_MAX_HOLD_MINUTES,99999,YES,IF-GATE
tradier,EXIT_MI_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_OVERRIDE_REDUCE_DETERIORATED_ENABLED,True,MAYBE_STATE,kw
tradier,EXIT_SENTIMENT_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_STDEV_BREAKOUT_FAIL_ENABLED,True,MAYBE_STATE,kw
tradier,EXIT_STRUCT_BREAK_5M_ENABLED,False,MAYBE_STATE,kw
tradier,EXIT_STRUCT_DC_BREAK_ENABLED,True,YES,IF-GATE
tradier,EXIT_TREND_REVERSAL_ENABLED,True,MAYBE_STATE,kw
tradier,EXTREME_MODE,False,MAYBE_STATE,IF-GATE
tradier,EXTREME_OB_BB_PCT_B_4H_MIN,1,YES,kw
tradier,EXTREME_OB_RSI_4H_MIN,80,YES,kw
tradier,EXTREME_OB_RSI_D_MIN,75,YES,kw
tradier,EXTREME_OS_BB_PCT_B_4H_MAX,0,YES,kw
tradier,EXTREME_OS_RSI_4H_MAX,20,YES,kw
tradier,EXTREME_OS_RSI_D_MAX,25,YES,kw
tradier,FH_MOMENTUM_DC_CONFIRM,True,YES,IF-GATE
tradier,FH_MOMENTUM_DC_MAX_LONG,0.5,YES,kw
tradier,FH_MOMENTUM_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,FH_MOMENTUM_EVAL_MINUTES,30,MAYBE_STATE,kw
tradier,FH_MOMENTUM_MAX_POSITIONS,5,YES,kw
tradier,FH_MOMENTUM_MFI_CONFIRM,False,YES,IF-GATE
tradier,FH_MOMENTUM_MIN_MOVE_PCT,0.5,YES,kw
tradier,FH_MOMENTUM_POSITION_SIZE,600,MAYBE_STATE,kw
tradier,FROZEN_ABSOLUTE_FLOOR_PCT_TRADIER,-8,YES,kw
tradier,FROZEN_ACTIVATION_STOP_ENABLED,False,MAYBE_STATE,kw
tradier,FUNDING_GATE_ENABLED_TRADIER,False,YES,kw
tradier,FUNDING_GATE_PC_RATIO_LONG_MAX,1.2,YES,kw
tradier,FUNDING_GATE_PC_RATIO_SHORT_MIN,0.83,YES,kw
tradier,FUNDING_GATE_TRADIER_HEDGE_GATE_ENABLED,False,YES,kw
tradier,FUNDING_GATE_TRADIER_NEAR_MONEY_PREFER,True,YES,kw
tradier,FUNDING_GATE_TRADIER_STALE_MAX_HOURS,4,YES,kw
tradier,GAP_FILL_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,GAP_FILL_MAX_GAP_PCT,5,YES,kw
tradier,GAP_FILL_MIN_GAP_PCT,0.5,YES,kw
tradier,GAP_FILL_POSITION_SIZE,600,MAYBE_STATE,kw
tradier,GAP_FILL_STOP_MULT,0.3,MAYBE_STATE,kw
tradier,GAP_FILL_TP_FILL_PCT,0.7,YES,kw
tradier,GOLDEN_RULE_EXIT_MIN_IND,2,YES,kw
tradier,GOLDEN_RULE_EXIT_MIN_TFS,0,YES,kw
tradier,GR_HTF_DIRECT_ENTRY_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,GUARANTEED_REENTRY_AUGMENT_ENABLED,True,MAYBE_STATE,kw
tradier,HEDGE_MODE_TRADIER,False,MAYBE_STATE,IF-GATE
tradier,HTF1_CONF,True,MAYBE_STATE,IF-GATE
tradier,HTF4_CONF,False,MAYBE_STATE,IF-GATE
tradier,HTF_ALIGN_REQUIRED_TRADIER,2,YES,kw
tradier,HTF_DC_BREAKOUT_TRADIER_ENABLED,False,YES,IF-GATE
tradier,HTF_DC_BREAKOUT_TRADIER_REQUIRE_W_WT,True,YES,kw
tradier,HTF_DC_BREAKOUT_TRADIER_TF,4h,YES,kw
tradier,HTF_DC_BREAKOUT_TRADIER_THRESHOLD_PCT,0,YES,kw
tradier,HTF_TREND_VETO_ON_REDUCE_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,HTF_W_M_ALIGN_GATE_TRADIER_ENABLED,False,YES,IF-GATE
tradier,HTF_W_M_ALIGN_TRADIER_REQUIRED,2,YES,kw
tradier,HTF_W_REVERSAL_EXIT_TRADIER_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,HTF_W_REVERSAL_EXIT_TRADIER_REQUIRE_D,True,MAYBE_STATE,kw
tradier,K_ZONE_ENTRY_BONUS_TRADIER,20,YES,kw
tradier,K_ZONE_ENTRY_ENABLED_TRADIER,True,YES,kw
tradier,LEADERBOARD_FILTER,False,MAYBE_STATE,IF-GATE
tradier,LH_HL_FILTER_DC_THRESHOLD_PCT,0.5,YES,kw
tradier,LH_HL_FILTER_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,LH_HL_FILTER_REPLACE_SMA200D,False,YES,kw
tradier,LIGHT_MODE,False,MAYBE_STATE,IF-GATE
tradier,LIVE_ENTRY_ENGINE_REENTRY_SIZE_MULT,1,MAYBE_STATE,kw
tradier,LIVE_INDICATOR_MAX_BARS_PER_TF,600,YES,kw
tradier,LIVE_VEC_EMERGENCY_BRAKE_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,LIVE_VEC_QUARANTINE_STRATEGY_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,LIVE_VEC_STALE_MARK_PRICE_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,LOCAL_EXTREMES_MIN_SCORE,45,YES,kw
tradier,LR_PCTB_D_LONG_ENTRY_ENABLED,False,YES,IF-GATE
tradier,LR_PCTB_D_LONG_ENTRY_THRESHOLD,0.2,YES,IF-GATE
tradier,LR_PCTB_D_SHORT_THRESHOLD,0.1,YES,IF-GATE
tradier,LUNCH_DEADZONE_ENABLED,True,YES,IF-GATE
tradier,LUNCH_DEADZONE_MODE,BLOCK_MOMENTUM,YES,kw
tradier,MANDATORY_REENTRY_DC4_WINDOW_MIN,30,MAYBE_STATE,kw
tradier,MARKET_QUALITY_SCORE_ENABLED_TRADIER,True,YES,IF-GATE
tradier,MAX_CONCURRENT_POSITIONS,16,YES,kw
tradier,MAX_DAILY_LOSS_PCT,3,YES,kw
tradier,MAX_ORDER_VALUE,2500,YES,IF-GATE
tradier,MAX_SYMBOL_VALUE_TRADIER,3750,YES,kw
tradier,MFI_FLIP_EXIT_ENABLED,True,YES,IF-GATE
tradier,MICRO_SCALP_STOCKS_GAIN_THRESHOLD_PCT,0.2,YES,kw
tradier,MICRO_SCALP_STOCKS_PEAK_FLOOR_PCT,0.6,YES,IF-GATE
tradier,MINERVINI_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,MINERVINI_LONG_BUDGET,4000,YES,kw
tradier,MINERVINI_MAX_HOLD_DAYS,40,YES,kw
tradier,MINERVINI_MIN_SEPA_SCORE,5,YES,kw
tradier,MINERVINI_POSITION_SIZE,800,MAYBE_STATE,kw
tradier,MINERVINI_TARGET_PCT,25,YES,kw
tradier,MIN_EXIT_TF_AGAINST_TRADIER,3,YES,kw
tradier,MIN_HOLD_BARS_TRADIER,40,YES,kw
tradier,MIN_HOLD_MINUTES_TRADIER,30,YES,kw
tradier,MI_DIV_EXIT_ENABLED_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,MI_ENTRY_ENABLED_TRADIER,False,MAYBE_STATE,IF-GATE
tradier,MI_ENTRY_EXHAUST_BONUS_TRADIER,8,MAYBE_STATE,kw
tradier,MI_ENTRY_STRUCT_BONUS_TRADIER,10,MAYBE_STATE,kw
tradier,MI_EXHAUST_EXIT_ENABLED_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,MI_MIN_GAIN_EXIT_TRADIER,0.5,YES,kw
tradier,MI_STRUCT_EXIT_ENABLED_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,MI_TF_AGREE_MIN_TRADIER,3,YES,kw
tradier,MI_VELOCITY_EXIT_ENABLED_TRADIER,True,YES,IF-GATE
tradier,MI_WAVE_EXIT_ENABLED_TRADIER,True,MAYBE_STATE,IF-GATE
tradier,MOMENTUM_FADE_BODY_ATR_MIN_TRADIER,2,YES,kw
tradier,MOMENTUM_FADE_ENABLED_TRADIER,False,MAYBE_STATE,kw
tradier,MOMENTUM_FADE_K_ZONE_TRADIER,True,YES,kw
tradier,MOMENTUM_FADE_SCORE_BONUS_TRADIER,5,YES,kw
tradier,MOMENTUM_FADE_VOL_MIN_TRADIER,2,YES,kw
tradier,MOMENTUM_SMA_WATCHDOG_PCT,1,YES,IF-GATE
tradier,MTF_EXIT_MIN_OPEN_TS,0,YES,kw
tradier,MTS_BOTTOM_MIN_TRADIER,5,YES,kw
tradier,MTS_ENTRY_QUALITY_MIN_TRADIER,0,YES,kw
tradier,MTS_GATE_ENABLED_TRADIER,False,MAYBE_STATE,kw
tradier,NEWS_SENTIMENT_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,NOLOSS_BB1H_GATE_ENABLED,True,YES,IF-GATE
tradier,NOLOSS_BYPASS_WT_5OF5_MIN_TFS,5,YES,kw
tradier,NOLOSS_MIN_PROFIT_PCT_TRADIER,0,YES,IF-GATE
tradier,OBLIGATORY_SECTOR_HEDGE_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,OBLIGATORY_SECTOR_HEDGE_TRIGGER_REQUIRE_WT_5M_AND_1H,True,YES,kw
tradier,OI_CONFIRM_ENABLED_TRADIER,False,YES,kw
tradier,OI_CONFIRM_MIN_OI_CHANGE_PCT_TRADIER,0.5,YES,kw
tradier,OI_CONFIRM_MIN_PRICE_PCT_TRADIER,0.3,YES,kw
tradier,OI_CONFIRM_TRADIER_HEDGE_GATE_ENABLED,False,YES,kw
tradier,ORB_ENABLED,False,MAYBE_STATE,IF-GATE
