switch,quickconfig_declared,vector_read,vector_causal_read,live_declared,live_read,exact_semantics,status,semantic_contract,executable_test,adapter_equivalent_names,vector_read_sites,vector_causal_read_sites,vector_synthetic_read_sites,live_read_sites,live_declaration_sites
ENTRY_WILLR_LOOKBACK,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""ENTRY_WILLR_LOOKBACK""]","[""v12_quick_engine.py:14795:getattr""]","[""v12_quick_engine.py:14795:getattr""]",[],"[""ez_manage.py:1687:getattr""]","[""config.py:5258"",""config_tradier.py:3558""]"
ENTRY_WILLR_OB_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""ENTRY_WILLR_OB_THRESHOLD""]","[""v12_quick_engine.py:14796:getattr""]","[""v12_quick_engine.py:14796:getattr""]",[],"[""ez_manage.py:1688:getattr""]","[""config.py:5259"",""config_tradier.py:3559""]"
ENTRY_WILLR_OS_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""ENTRY_WILLR_OS_THRESHOLD""]","[""v12_quick_engine.py:14797:getattr""]","[""v12_quick_engine.py:14797:getattr""]",[],"[""ez_manage.py:1689:getattr""]","[""config.py:5260"",""config_tradier.py:3560""]"
ENTRY_WILLR_THRESHOLD,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""ENTRY_WILLR_THRESHOLD""]",[],[],[],[],"[""config.py:5261"",""config_tradier.py:3561""]"
ENTRY_WT_CROSS_EVENT_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""ENTRY_WT_CROSS_EVENT_ENABLED""]","[""v12_quick_engine.py:14798:getattr""]","[""v12_quick_engine.py:14798:getattr""]",[],"[""ez_manage.py:1690:getattr""]","[""config.py:5262"",""config_tradier.py:3562""]"
ENTRY_WT_CROSS_LOOKBACK,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""ENTRY_WT_CROSS_LOOKBACK""]","[""v12_quick_engine.py:14799:getattr""]","[""v12_quick_engine.py:14799:getattr""]",[],"[""ez_manage.py:1691:getattr""]","[""config.py:5263"",""config_tradier.py:3563""]"
ENTRY_ZONE_LONG,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""ENTRY_ZONE_LONG""]","[""v12_quick_engine.py:10701:getattr""]",[],"[""v12_quick_engine.py:10701:getattr""]","[""tradier_manage.py:19924:getattr""]","[""config.py:4423"",""config_tradier.py:592""]"
ENTRY_ZONE_SHORT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""ENTRY_ZONE_SHORT""]","[""v12_quick_engine.py:10708:getattr""]",[],"[""v12_quick_engine.py:10708:getattr""]","[""tradier_manage.py:19924:getattr""]","[""config.py:4424"",""config_tradier.py:593""]"
EOD_RATIO_ENFORCE_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EOD_RATIO_ENFORCE_TRADIER""]","[""v12_quick_engine.py:13526:getattr""]",[],"[""v12_quick_engine.py:13526:getattr""]","[""tradier_manage.py:13490:_cfg_auto""]","[""config.py:4425"",""config_tradier.py:1432""]"
EOD_SLIM_RATIO_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EOD_SLIM_RATIO_ENABLED""]","[""v12_quick_engine.py:13530:getattr""]",[],"[""v12_quick_engine.py:13530:getattr""]","[""tradier_manage.py:19091:_cfg_auto""]","[""config.py:4426"",""config_tradier.py:741""]"
EP_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EP_POSITION_SIZE""]","[""v12_quick_engine.py:12800:getattr""]",[],"[""v12_quick_engine.py:12800:getattr""]","[""tradier_manage.py:24764:_cfg_auto""]","[""config.py:4432"",""config_tradier.py:1479""]"
EXIT_ALGO_SCORE_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_ALGO_SCORE_ENABLED""]","[""v12_quick_engine.py:11977:getattr""]",[],"[""v12_quick_engine.py:11977:getattr""]","[""tradier_manage.py:4726:getattr""]","[""config.py:4433"",""config_tradier.py:1601""]"
EXIT_AUTO_REDUCE_CROSSUNDER_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_AUTO_REDUCE_CROSSUNDER_ENABLED""]","[""v12_quick_engine.py:11981:getattr""]",[],"[""v12_quick_engine.py:11981:getattr""]","[""ez_manage.py:39805:getattr"",""tradier_manage.py:4727:getattr""]","[""config.py:1353"",""config_tradier.py:2368""]"
EXIT_BOUNCE_TOP_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_BOUNCE_TOP_ENABLED""]","[""v12_quick_engine.py:11985:getattr""]",[],"[""v12_quick_engine.py:11985:getattr""]","[""tradier_manage.py:16031:_cfg"",""tradier_manage.py:4728:getattr""]","[""config.py:4434"",""config_tradier.py:1607""]"
EXIT_CONV_FAIL_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EXIT_CONV_FAIL_ENABLED""]","[""v12_quick_engine.py:11990:getattr"",""v12_quick_engine.py:14800:getattr""]","[""v12_quick_engine.py:14800:getattr""]","[""v12_quick_engine.py:11990:getattr""]","[""ez_manage.py:1692:getattr"",""tradier_manage.py:4729:getattr""]","[""config.py:4435"",""config_tradier.py:1606""]"
EXIT_DC_BREACH_REDUCE_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_DC_BREACH_REDUCE_ENABLED""]","[""v12_quick_engine.py:11994:getattr""]",[],"[""v12_quick_engine.py:11994:getattr""]","[""tradier_manage.py:4730:getattr""]","[""config.py:1346"",""config_tradier.py:2369""]"
EXIT_DELTA_SPEED_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_DELTA_SPEED_ENABLED""]","[""v12_quick_engine.py:11998:getattr""]",[],"[""v12_quick_engine.py:11998:getattr""]","[""tradier_manage.py:4731:getattr""]","[""config.py:1341"",""config_tradier.py:2371""]"
EXIT_EMERGENCY_DC1H_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EXIT_EMERGENCY_DC1H_ENABLED""]",[],[],[],"[""tradier_manage.py:7448:_cfg_auto""]","[""config.py:1349"",""config_tradier.py:2372""]"
EXIT_GAIN_EROSION_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_GAIN_EROSION_ENABLED""]","[""v12_quick_engine.py:12002:getattr""]",[],"[""v12_quick_engine.py:12002:getattr""]","[""tradier_manage.py:14864:_cfg"",""tradier_manage.py:4732:getattr""]","[""config.py:1344"",""config_tradier.py:2373""]"
EXIT_GAIN_THRESHOLD_MIN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_GAIN_THRESHOLD_MIN""]","[""v12_quick_engine.py:12006:getattr""]",[],"[""v12_quick_engine.py:12006:getattr""]","[""tradier_manage.py:16179:_cfg_auto""]","[""config.py:2639"",""config_tradier.py:2374""]"
EXIT_HARD_DROP_5M_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_HARD_DROP_5M_ENABLED""]","[""v12_quick_engine.py:12013:getattr""]",[],"[""v12_quick_engine.py:12013:getattr""]","[""tradier_manage.py:4733:getattr""]","[""config.py:4436"",""config_tradier.py:1600""]"
EXIT_HARD_MAX_LOSS_CAP_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_HARD_MAX_LOSS_CAP_ENABLED""]",[],[],[],[],"[""config.py:1355"",""config_tradier.py:2375""]"
EXIT_HEDGE_LOSS_KILL_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_HEDGE_LOSS_KILL_ENABLED""]",[],[],[],[],"[""config.py:1347"",""config_tradier.py:2377""]"
EXIT_HEDGE_ORPHAN_KILL_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_HEDGE_ORPHAN_KILL_ENABLED""]",[],[],[],[],"[""config.py:1348"",""config_tradier.py:2378""]"
EXIT_HTF_QUICK_TP_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_HTF_QUICK_TP_ENABLED""]","[""v12_quick_engine.py:12017:getattr""]",[],"[""v12_quick_engine.py:12017:getattr""]","[""tradier_manage.py:4734:getattr""]","[""config.py:4437"",""config_tradier.py:1608""]"
EXIT_IBS_EXHAUSTION_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_IBS_EXHAUSTION_ENABLED""]","[""v12_quick_engine.py:12021:getattr""]",[],"[""v12_quick_engine.py:12021:getattr""]","[""tradier_manage.py:16180:_cfg"",""tradier_manage.py:4737:getattr""]","[""config.py:4438"",""config_tradier.py:1603""]"
EXIT_K5M_BOUNCE_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_K5M_BOUNCE_ENABLED""]","[""v12_quick_engine.py:12025:getattr""]",[],"[""v12_quick_engine.py:12025:getattr""]","[""tradier_manage.py:16146:_cfg"",""tradier_manage.py:16148:_cfg"",""tradier_manage.py:4738:getattr""]","[""config.py:4439"",""config_tradier.py:1599""]"
EXIT_KEY_LEVEL_CRASH_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_KEY_LEVEL_CRASH_ENABLED""]",[],[],[],[],"[""config.py:1342"",""config_tradier.py:3275""]"
EXIT_MARKET_SPIKE_REDUCE_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EXIT_MARKET_SPIKE_REDUCE_ENABLED""]",[],[],[],"[""ez_manage.py:3410:getattr"",""ez_manage.py:3531:getattr""]","[""config.py:1352"",""config_tradier.py:2379""]"
EXIT_MAX_HOLD_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EXIT_MAX_HOLD_ENABLED""]","[""v12_quick_engine.py:12029:getattr"",""v12_quick_engine.py:14801:getattr""]","[""v12_quick_engine.py:14801:getattr""]","[""v12_quick_engine.py:12029:getattr""]","[""ez_manage.py:1693:getattr"",""tradier_manage.py:15791:_cfg_auto""]","[""config.py:4440"",""config_tradier.py:1628""]"
EXIT_MAX_HOLD_MINUTES,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_MAX_HOLD_MINUTES""]","[""v12_quick_engine.py:12033:getattr""]",[],"[""v12_quick_engine.py:12033:getattr""]","[""tradier_manage.py:15791:_cfg_auto""]","[""config.py:4441"",""config_tradier.py:1629""]"
EXIT_MI_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_MI_ENABLED""]","[""v12_quick_engine.py:12040:getattr""]",[],"[""v12_quick_engine.py:12040:getattr""]","[""tradier_manage.py:4739:getattr""]","[""config.py:4442"",""config_tradier.py:1605""]"
EXIT_ON_ALL,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EXIT_ON_ALL""]",[],[],[],"[""ez_manage.py:16262:getattr""]","[""config.py:4443"",""config_tradier.py:1072""]"
EXIT_ON_ALL_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EXIT_ON_ALL_ENABLED""]",[],[],[],"[""ez_manage.py:16263:getattr""]","[""config.py:536"",""config_tradier.py:2380""]"
EXIT_OVERRIDE_REDUCE_DETERIORATED_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_OVERRIDE_REDUCE_DETERIORATED_ENABLED""]","[""v12_quick_engine.py:12044:getattr""]",[],"[""v12_quick_engine.py:12044:getattr""]","[""ez_manage.py:38903:getattr"",""tradier_manage.py:4740:getattr""]","[""config.py:1354"",""config_tradier.py:2381""]"
EXIT_PREEMPTIVE_BREAKEVEN_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EXIT_PREEMPTIVE_BREAKEVEN_ENABLED""]",[],[],[],"[""ez_positions_quick.py:6369:getattr""]","[""config.py:1356"",""config_tradier.py:2382""]"
EXIT_R1_R2_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_R1_R2_ENABLED""]",[],[],[],[],"[""config.py:5264"",""config_tradier.py:3564""]"
EXIT_R1_R2_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_R1_R2_FILTER_TF""]",[],[],[],[],"[""config.py:5265"",""config_tradier.py:3565""]"
EXIT_R1_R2_MIN_TFS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_R1_R2_MIN_TFS""]",[],[],[],[],"[""config.py:5266"",""config_tradier.py:3566""]"
EXIT_REQUIRE_BOTH,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_REQUIRE_BOTH""]",[],[],[],[],"[""config.py:5267"",""config_tradier.py:3567""]"
EXIT_SCORER_DC_EXTREME,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EXIT_SCORER_DC_EXTREME""]","[""v12_quick_engine.py:14802:getattr""]","[""v12_quick_engine.py:14802:getattr""]",[],"[""ez_manage.py:1694:getattr""]","[""config.py:1216"",""config_tradier.py:1686""]"
EXIT_SCORER_FULL_SCORE,True,True,False,True,False,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_SCORER_FULL_SCORE""]","[""v12_quick_engine.py:12048:getattr""]",[],"[""v12_quick_engine.py:12048:getattr""]",[],"[""config.py:1218"",""config_tradier.py:1688""]"
EXIT_SCORER_K_EXTREME,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_SCORER_K_EXTREME""]",[],[],[],[],"[""config.py:1215"",""config_tradier.py:1684""]"
EXIT_SCORER_MIN_CONDITIONS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_SCORER_MIN_CONDITIONS""]",[],[],[],[],"[""config.py:1214"",""config_tradier.py:1685""]"
EXIT_SCORER_PARTIAL_SCORE,True,True,False,True,False,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_SCORER_PARTIAL_SCORE""]","[""v12_quick_engine.py:12055:getattr""]",[],"[""v12_quick_engine.py:12055:getattr""]",[],"[""config.py:1217"",""config_tradier.py:1687""]"
EXIT_SENTIMENT_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_SENTIMENT_ENABLED""]","[""v12_quick_engine.py:12062:getattr""]",[],"[""v12_quick_engine.py:12062:getattr""]","[""tradier_manage.py:12461:_cfg""]","[""config.py:4444"",""config_tradier.py:1604""]"
EXIT_STDEV_BREAKOUT_FAIL_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EXIT_STDEV_BREAKOUT_FAIL_ENABLED""]","[""v12_quick_engine.py:12066:getattr"",""v12_quick_engine.py:14803:getattr""]","[""v12_quick_engine.py:14803:getattr""]","[""v12_quick_engine.py:12066:getattr""]","[""ez_manage.py:1695:getattr"",""tradier_manage.py:4741:getattr""]","[""config.py:1345"",""config_tradier.py:2383""]"
EXIT_STRUCT_BREAK_5M_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_STRUCT_BREAK_5M_ENABLED""]","[""v12_quick_engine.py:12070:getattr""]",[],"[""v12_quick_engine.py:12070:getattr""]","[""tradier_manage.py:16166:_cfg"",""tradier_manage.py:4750:getattr""]","[""config.py:4445"",""config_tradier.py:1602""]"
EXIT_STRUCT_DC_BREAK_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_STRUCT_DC_BREAK_ENABLED""]","[""v12_quick_engine.py:12074:getattr""]",[],"[""v12_quick_engine.py:12074:getattr""]","[""tradier_manage.py:15218:_cfg_auto"",""tradier_manage.py:4751:getattr""]","[""config.py:4446"",""config_tradier.py:1627""]"
EXIT_STRUCT_TF,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EXIT_STRUCT_TF""]","[""v12_quick_engine.py:16647:getattr""]","[""v12_quick_engine.py:16647:getattr""]",[],"[""tradier_manage.py:7648:_cfg""]","[""config.py:5268"",""config_tradier.py:3568""]"
EXIT_TIGHT_BREAKOUT_SCORER_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TIGHT_BREAKOUT_SCORER_ENABLED""]",[],[],[],[],"[""config.py:5269"",""config_tradier.py:3569""]"
EXIT_TIGHT_BREAKOUT_SCORER_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TIGHT_BREAKOUT_SCORER_FILTER_TF""]",[],[],[],[],"[""config.py:5270"",""config_tradier.py:3570""]"
EXIT_TIGHT_BREAKOUT_SCORER_MIN_TFS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TIGHT_BREAKOUT_SCORER_MIN_TFS""]",[],[],[],[],"[""config.py:5271"",""config_tradier.py:3571""]"
EXIT_TOP_FADE_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TOP_FADE_ENABLED""]",[],[],[],[],"[""config.py:5272"",""config_tradier.py:3572""]"
EXIT_TOP_FADE_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TOP_FADE_FILTER_TF""]",[],[],[],[],"[""config.py:5273"",""config_tradier.py:3573""]"
EXIT_TOP_FADE_MIN_TFS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TOP_FADE_MIN_TFS""]",[],[],[],[],"[""config.py:5274"",""config_tradier.py:3574""]"
EXIT_TO_REDUCE_ADAPTER_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TO_REDUCE_ADAPTER_ENABLED""]",[],[],[],[],"[""config.py:5275"",""config_tradier.py:3575""]"
EXIT_TO_REDUCE_ADAPTER_FILTER_TF,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TO_REDUCE_ADAPTER_FILTER_TF""]",[],[],[],[],"[""config.py:5276"",""config_tradier.py:3576""]"
EXIT_TO_REDUCE_ADAPTER_MIN_TFS,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EXIT_TO_REDUCE_ADAPTER_MIN_TFS""]",[],[],[],[],"[""config.py:5277"",""config_tradier.py:3577""]"
EXIT_TREND_REVERSAL_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXIT_TREND_REVERSAL_ENABLED""]","[""v12_quick_engine.py:12078:getattr""]",[],"[""v12_quick_engine.py:12078:getattr""]","[""tradier_manage.py:16065:_cfg"",""tradier_manage.py:4752:getattr""]","[""config.py:1343"",""config_tradier.py:2384""]"
EXIT_WT_ACCEL_ONLY,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EXIT_WT_ACCEL_ONLY""]","[""v12_quick_engine.py:14804:getattr""]","[""v12_quick_engine.py:14804:getattr""]",[],"[""ez_manage.py:1696:getattr""]","[""config.py:5278"",""config_tradier.py:3578""]"
EXTREME_OB_BB_PCT_B_4H_MIN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXTREME_OB_BB_PCT_B_4H_MIN""]","[""v12_quick_engine.py:10715:getattr""]",[],"[""v12_quick_engine.py:10715:getattr""]","[""ez_manage.py:27433:getattr"",""tradier_manage.py:1423:getattr""]","[""config.py:940"",""config_tradier.py:1129""]"
EXTREME_OB_OS_OVERRIDE_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EXTREME_OB_OS_OVERRIDE_ENABLED""]",[],[],[],"[""ez_manage.py:27421:getattr"",""tradier_manage.py:1419:getattr""]","[""config.py:937"",""config_tradier.py:1126""]"
EXTREME_OB_RSI_4H_MIN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXTREME_OB_RSI_4H_MIN""]","[""v12_quick_engine.py:13534:getattr""]",[],"[""v12_quick_engine.py:13534:getattr""]","[""ez_manage.py:27428:getattr"",""tradier_manage.py:1421:getattr""]","[""config.py:938"",""config_tradier.py:1127""]"
EXTREME_OB_RSI_D_MIN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXTREME_OB_RSI_D_MIN""]","[""v12_quick_engine.py:13541:getattr""]",[],"[""v12_quick_engine.py:13541:getattr""]","[""ez_manage.py:27430:getattr"",""tradier_manage.py:1422:getattr""]","[""config.py:939"",""config_tradier.py:1128""]"
EXTREME_OS_BB_PCT_B_4H_MAX,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXTREME_OS_BB_PCT_B_4H_MAX""]","[""v12_quick_engine.py:10722:getattr""]",[],"[""v12_quick_engine.py:10722:getattr""]","[""tradier_manage.py:1427:getattr""]","[""config.py:943"",""config_tradier.py:1132""]"
EXTREME_OS_RSI_4H_MAX,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXTREME_OS_RSI_4H_MAX""]","[""v12_quick_engine.py:13548:getattr""]",[],"[""v12_quick_engine.py:13548:getattr""]","[""tradier_manage.py:1425:getattr""]","[""config.py:941"",""config_tradier.py:1130""]"
EXTREME_OS_RSI_D_MAX,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EXTREME_OS_RSI_D_MAX""]","[""v12_quick_engine.py:13555:getattr""]",[],"[""v12_quick_engine.py:13555:getattr""]","[""tradier_manage.py:1426:getattr""]","[""config.py:942"",""config_tradier.py:1131""]"
EZ_REENTRY_DAEMON_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_DAEMON_ENABLED""]",[],[],[],[],"[""config.py:806"",""config_tradier.py:2077""]"
EZ_REENTRY_INLINE_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_ENABLED""]",[],[],[],"[""ez_manage.py:3764:getattr"",""ez_manage.py:40288:getattr"",""ez_manage.py:42775:getattr"",""ez_manage.py:46707:getattr"",""ez_manage.py:49254:getattr"",""ez_manage.py:51921:getattr"",""ez_manage.py:51927:getattr"",""ez_manage.py:51969:getattr"",""ez_positions_quick.py:15423:getattr"",""ez_positions_quick.py:15563:getattr"",""ez_positions_quick.py:19146:getattr"",""ez_positions_quick.py:19148:getattr""]","[""config.py:807"",""config_tradier.py:2078""]"
EZ_REENTRY_INLINE_EVAL2_DIRECT_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_EVAL2_DIRECT_ENABLED""]",[],[],[],"[""ez_manage.py:3766:getattr"",""ez_manage.py:40290:getattr"",""ez_manage.py:42776:getattr"",""ez_manage.py:49256:getattr""]","[""config.py:810"",""config_tradier.py:2081""]"
EZ_REENTRY_INLINE_EVAL_EPQ_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_EVAL_EPQ_ENABLED""]",[],[],[],"[""ez_positions_quick.py:15563:getattr""]","[""config.py:809"",""config_tradier.py:2080""]"
EZ_REENTRY_INLINE_LOOP_ENFORCE_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_LOOP_ENFORCE_ENABLED""]",[],[],[],"[""ez_manage.py:51970:getattr""]","[""config.py:812"",""config_tradier.py:2083""]"
EZ_REENTRY_INLINE_LOOP_ENFORCE_EPQ_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_LOOP_ENFORCE_EPQ_ENABLED""]",[],[],[],"[""ez_positions_quick.py:19146:getattr""]","[""config.py:814"",""config_tradier.py:2085""]"
EZ_REENTRY_INLINE_LOOP_EVAL2_EPQ_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_LOOP_EVAL2_EPQ_ENABLED""]",[],[],[],"[""ez_positions_quick.py:19148:getattr""]","[""config.py:815"",""config_tradier.py:2086""]"
EZ_REENTRY_INLINE_LOOP_PERIODIC_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_LOOP_PERIODIC_ENABLED""]",[],[],[],"[""ez_manage.py:51922:getattr""]","[""config.py:811"",""config_tradier.py:2082""]"
EZ_REENTRY_INLINE_LOOP_PRICE_MONITOR_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_INLINE_LOOP_PRICE_MONITOR_ENABLED""]",[],[],[],"[""ez_manage.py:51928:getattr""]","[""config.py:813"",""config_tradier.py:2084""]"
EZ_REENTRY_INLINE_TIER12_EPQ_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EZ_REENTRY_INLINE_TIER12_EPQ_ENABLED""]","[""v12_quick_engine.py:14805:getattr""]","[""v12_quick_engine.py:14805:getattr""]",[],"[""ez_manage.py:1697:getattr"",""ez_positions_quick.py:15423:getattr""]","[""config.py:808"",""config_tradier.py:2079""]"
EZ_REENTRY_PPL_DOUBLE_GAIN_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""EZ_REENTRY_PPL_DOUBLE_GAIN_ENABLED""]",[],[],[],"[""tradier_manage.py:11871:_cfg""]","[""config.py:876"",""config_tradier.py:2103""]"
EZ_REENTRY_PRICE_CROSS_GUARANTEE_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""EZ_REENTRY_PRICE_CROSS_GUARANTEE_ENABLED""]","[""v12_quick_engine.py:14806:getattr""]","[""v12_quick_engine.py:14806:getattr""]",[],"[""ez_manage.py:1698:getattr""]","[""config.py:818"",""config_tradier.py:2088""]"
EZ_REENTRY_PRICE_CROSS_MIN_GAP_S,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""EZ_REENTRY_PRICE_CROSS_MIN_GAP_S""]","[""v12_quick_engine.py:10729:getattr""]",[],"[""v12_quick_engine.py:10729:getattr""]","[""tradier_manage.py:11872:_cfg""]","[""config.py:821"",""config_tradier.py:2091""]"
E_1_EXIT_DELTA_THR,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""E_1_EXIT_DELTA_THR""]",[],[],[],"[""ez_manage.py:43957:getattr""]","[""config.py:3194""]"
E_1_WT_EXIT_USE_DELTA_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""E_1_WT_EXIT_USE_DELTA_ENABLED""]",[],[],[],"[""ez_manage.py:43950:getattr""]","[""config.py:3193"",""config_tradier.py:3277""]"
E_3_USE_WT_STRUCTURE_EXIT_MODE,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""E_3_USE_WT_STRUCTURE_EXIT_MODE""]",[],[],[],"[""ez_manage.py:43980:getattr""]","[""config.py:3198""]"
