field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
DC_BREACH_REDUCE_ENABLED,UNCONNECTED,False,False,BOTH,VEC_DC_BREACH_REDUCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREACH_REDUCE_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_DC_BREACH_REDUCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_15m"",""close_1h"",""close_1m"",""close_3m"",""close_4h"",""close_D"",""dc_basis_15m"",""dc_basis_1h"",""dc_basis_1m"",""dc_basis_3m"",""dc_basis_4h"",""dc_basis_D"",""dc_high_15m"",""dc_high_1h"",""dc_high_1m"",""dc_high_3m"",""dc_high_4h"",""dc_high_D"",""dc_low_15m"",""dc_low_1h"",""dc_low_1m"",""dc_low_3m"",""dc_low_4h"",""dc_low_D"",""high_15m"",""high_1h"",""high_1m"",""high_3m"",""high_4h"",""high_D"",""low_15m"",""low_1h"",""low_1m"",""low_3m"",""low_4h"",""low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREACH_REDUCE_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_DC_BREACH_REDUCE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAKOUT_ALLOW_15M,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_15m"",""dc_basis_15m"",""dc_high_15m"",""dc_low_15m"",""high_15m"",""low_15m""]","[""15m""]",[],[],next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAKOUT_ALLOW_3M,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_3m"",""dc_basis_3m"",""dc_high_3m"",""dc_low_3m"",""high_3m"",""low_3m""]","[""3m""]",[],[],next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAKOUT_SCORE,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6342:_combine_entry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAKOUT_TF,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m;required=1h,native=5m;required=1h,"[""close_1h"",""dc_basis_1h"",""dc_high_1h"",""dc_low_1h"",""high_1h"",""low_1h""]","[""1h""]","[""v12_quick_engine.py:5686:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAK_ENABLED,UNCONNECTED,False,False,BOTH,VEC_DC_BREAK,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAK_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_DC_BREAK,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_15m"",""dc_basis_1h"",""dc_basis_1m"",""dc_basis_3m"",""dc_basis_4h"",""dc_basis_D"",""dc_high_15m"",""dc_high_1h"",""dc_high_1m"",""dc_high_3m"",""dc_high_4h"",""dc_high_D"",""dc_low_15m"",""dc_low_1h"",""dc_low_1m"",""dc_low_3m"",""dc_low_4h"",""dc_low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_BREAK_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_DC_BREAK,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_DAYTRADE_ACCOUNT,UNCONNECTED,False,False,BOTH,DC_DAYTRADE_ACCOUNT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_DAYTRADE_MAX_PER_SIDE,UNCONNECTED,False,False,BOTH,DC_DAYTRADE_MAX,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_HOPELESS_EXIT_ENABLED,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m;required=4h,native=5m;required=4h,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch:data/reports/V12_EXIT_REDUCE_GAP_BATCH_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_HOPELESS_EXIT_MIN_AGE_S,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m;required=4h,native=5m;required=4h,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch:data/reports/V12_EXIT_REDUCE_GAP_BATCH_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_LOW4_BYPASS_USE_STANDARD,UNCONNECTED,False,False,BOTH,S2_BTC_BEST_GATES,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_LOW_FROZEN_STOP_TF,UNCONNECTED,False,False,BOTH,DC_LOW_FROZEN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_4h"",""dc_basis_4h"",""dc_high_4h"",""dc_low_4h"",""high_4h"",""low_4h""]","[""4h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENTUM_BOTA_SCORER_ENABLED,UNCONNECTED,False,False,BOTH,VEC_DC_MOMENTUM_BOTA_SCORER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENTUM_BOTA_SCORER_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_DC_MOMENTUM_BOTA_SCORER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_15m"",""dc_basis_1h"",""dc_basis_1m"",""dc_basis_3m"",""dc_basis_4h"",""dc_basis_D"",""dc_high_15m"",""dc_high_1h"",""dc_high_1m"",""dc_high_3m"",""dc_high_4h"",""dc_high_D"",""dc_low_15m"",""dc_low_1h"",""dc_low_1m"",""dc_low_3m"",""dc_low_4h"",""dc_low_D""]","[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENTUM_BOTA_SCORER_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_DC_MOMENTUM_BOTA_SCORER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENT_ENABLED,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch8=SOURCE_EXACT_NOT_INTEGRATED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENT_OPPOSITE_PENALTY,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch8=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENT_STRONG_BONUS,DEFERRED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch8=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_MOMENT_STRONG_THRESHOLD,DEFERRED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_reentry_augment_filter_gap_batch8=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_PERIOD_D,UNCONNECTED,False,False,BOTH,DC_PERIOD_D,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_D"",""dc_high_D"",""dc_low_D""]","[""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_RECOVERY_EXIT_DISABLED_ACCOUNTS,DEFERRED,False,False,BOTH,DC_RECOVERY_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],v12_exit_reduce_gap_batch9=SOURCE_EXACT_NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DC_WIDTH_MAX_MULT,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_COOLDOWN_HOURS,UNCONNECTED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_DD_STOP_ENABLED,CONNECTED_CRYPTO,True,False,BOTH,DD_BOUNCE_DD,REDUCE,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch3:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH3_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_ENABLED,CONNECTED_CRYPTO,True,False,BOTH,ENTRY,REDUCE,native=3m;required=3m,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch3:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH3_CONTRACT.csv""]",trusted causal route is crypto-native/source-scoped; no Tradier connection credit,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_REQUIRE_HIGHER_PRICE,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_REQUIRE_HIGHER_WT,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_WT_4H_ENABLED,UNCONNECTED,False,False,BOTH,DD_BOUNCE_WT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""wt1_4h"",""wt2_4h""]","[""4h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DD_BOUNCE_WT_D_ENABLED,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_D"",""high_D"",""low_D"",""wt1_D"",""wt2_D""]","[""D""]",[],[],next_100_contract=NOT_INTEGRATED,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ACCEL_LOOKBACK,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ENGINE_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_DELTA_ENGINE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ENGINE_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_DELTA_ENGINE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ENTRY_MIN_TF,CONNECTED_BOTH,True,True,BOTH,ENTRY,ENTRY|REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6079:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ENTRY_SCORE_BONUS,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],blocked=PATTERN_ONLY_EXACT_ARRAY_BINDING_NOT_PROVEN;next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ENTRY_SCORE_PENALTY,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],blocked=PATTERN_ONLY_EXACT_ARRAY_BINDING_NOT_PROVEN;next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_ENTRY_VEL_MIN,UNCONNECTED,False,False,BOTH,DELTA_ENTRY_VEL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_EXIT_MANDATORY_REENTRY_ENABLED,CONNECTED_BOTH,True,True,BOTH,REENTRY,REENTRY,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch5:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_EXIT_SCORE_BONUS,UNCONNECTED,False,False,BOTH,EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_EXIT_SPEED_DECAY_MIN_GAIN,UNCONNECTED,False,False,BOTH,DELTA_EXIT_SPEED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_EXIT_SPEED_DECAY_MIN_TFS,UNCONNECTED,False,False,BOTH,DELTA_EXIT_SPEED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_EXIT_SPEED_DECAY_VEC_ENABLED,UNCONNECTED,False,False,BOTH,DELTA_EXIT_SPEED,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_EXIT_TF,UNCONNECTED,False,False,BOTH,EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_3m"",""high_3m"",""low_3m""]","[""3m""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_GATE_DIRECTION_FAVORABLE,UNCONNECTED,False,False,BOTH,DELTA_GATE_DIRECTION,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_GATE_STRONG_BUY_QUICK_BYPASS,DEFERRED,False,False,BOTH,ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],next_100_contract=NOT_INTEGRATED,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_HTF_GATE,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_COOLDOWN_BARS,UNCONNECTED,False,False,BOTH,DELTA_LT_COOLDOWN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_ENTRY_ACCEL_THRESHOLD,UNCONNECTED,False,False,BOTH,DELTA_LT_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_ENTRY_MIN_TF,UNCONNECTED,False,False,BOTH,DELTA_LT_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_ENTRY_Z_THRESHOLD,UNCONNECTED,False,False,BOTH,DELTA_LT_ENTRY,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_EXIT_SPEED_PCT,UNCONNECTED,False,False,BOTH,DELTA_LT_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_EXIT_TF,UNCONNECTED,False,False,BOTH,DELTA_LT_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_4h"",""high_4h"",""low_4h""]","[""4h""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_EXIT_TYPE,UNCONNECTED,False,False,BOTH,DELTA_LT_EXIT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_LT_HTF_GATE,UNCONNECTED,False,False,BOTH,DELTA_LT_HTF,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
DELTA_MIN_TF_FOR_ACTION,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
