field,classification,connected_crypto,connected_tradier,source_venue_applicability,family,lifecycle_consumers,exact_native_tf_crypto,exact_native_tf_tradier,required_npz_arrays,timeframe_applicability,v12_causal_read_sites,integrated_contract_sites,classification_reason,current_quickconfig_presence_not_used_as_credit,prior_vector_census_not_used_as_credit,prior_live_census_not_used_as_credit,engine_sha256
SWING_START_SIZE,UNCONNECTED,False,False,BOTH,SWING_START_SIZE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_LONG_15M,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_LONG,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_15m""]","[""15m""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_LONG_1H,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_LONG,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_1h""]","[""1h""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_LONG_4H,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_LONG,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_4h""]","[""4h""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_LONG_5M,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_LONG,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_5m""]","[""5m""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_LONG_D,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_LONG,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_D""]","[""D""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_SHORT_4H,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_SHORT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_4h""]","[""4h""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_SHORT_5M,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_SHORT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_5m""]","[""5m""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_RSI_SHORT_D,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_RSI_SHORT,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""rsi_D""]","[""D""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_SANDBOX_URL,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_SANDBOX_URL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_STREAMING_URL,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_STREAMING_URL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_SYMBOLS_FILE,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_SYMBOLS_FILE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRADIER_WS_URL,VENUE_SPECIFIC_BY_SOURCE,False,False,TRADIER,TRADIER_WS_URL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],source scope is TRADIER; no trusted frozen-engine causal integration,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRAILING_AUG_MAX_PER_POSITION,UNCONNECTED,False,False,BOTH,TRAILING_AUG_MAX,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_DD_RATIO_MAX,UNCONNECTED,False,False,BOTH,TRENDER_DD_RATIO,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_INJECT_LIVE,UNCONNECTED,False,False,BOTH,TRENDER_INJECT_LIVE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_INJECT_SHADOW_LOG,UNCONNECTED,False,False,BOTH,TRENDER_INJECT_SHADOW,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_LIN_MIN,UNCONNECTED,False,False,BOTH,TRENDER_LIN_MIN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_QV_ANCHOR_USD,UNCONNECTED,False,False,BOTH,TRENDER_QV_ANCHOR,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_QV_FLOOR_USD,UNCONNECTED,False,False,BOTH,TRENDER_QV_FLOOR,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_QV_MAX_BOOST,UNCONNECTED,False,False,BOTH,TRENDER_QV_MAX,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRENDER_RET24_MIN_PCT,UNCONNECTED,False,False,BOTH,TRENDER_RET24_MIN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_ACCOUNTS,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_EXIT_SCORE_FLIP,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_HEDGE_MAX_SEC,CONNECTED_BOTH,True,True,BOTH,TREND_HEDGE_MAX,EXIT|STOP,native=3m,native=5m,[],"[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch5:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH5_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_HTF_MIN_BEAR,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_HTF_MIN_BULL,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_MIN_GAIN_EXIT,CONNECTED_BOTH,True,True,BOTH,EXIT,EXIT,native=3m,native=5m,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],"[""v12_exit_reduce_gap_batch2:data/reports/V12_EXIT_REDUCE_STOP_GAP_BATCH2_CONTRACT.csv""]",trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TREND_REGIME_VETO_ENABLED,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_ENABLED,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]","[""v12_quick_engine.py:5733:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_RSI_LONG,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m,native=5m,"[""rsi_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:5743:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_RSI_SHORT,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m,native=5m,"[""rsi_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:5745:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_SCORE,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m,native=5m,[],"[""ANY_AVAILABLE""]","[""v12_quick_engine.py:6350:_combine_entry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_STOCH_LONG,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m,native=5m,"[""stoch_d_{tf}"",""stoch_k_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:5744:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_STOCH_SHORT,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m,native=5m,"[""stoch_d_{tf}"",""stoch_k_{tf}""]","[""ANY_AVAILABLE""]","[""v12_quick_engine.py:5746:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TRIPLE_CONF_TF,CONNECTED_BOTH,True,True,BOTH,GLOBAL,ENTRY|REENTRY,native=3m;required=1h,native=5m;required=1h,[],"[""1h""]","[""v12_quick_engine.py:5734:compute_reentry_blocks""]",[],trusted direct lifecycle read and/or imported+consumed SOURCE_EXACT contract applies to both venues,True,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_BBWIDTH4H_BOYCOTT_SCORE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_BBWIDTH4H_MAX,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_CHOP4H_BONUS,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_CHOP4H_MIN,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_CHOP4H_PENALTY,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_CHOP4H_TREND_MAX,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_DCWIDTH4H_SHORT_BOYCOTT_SCORE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_MFI4H_LONG_BOYCOTT_SCORE,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""mfi_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_TREND_V1_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_TR_TREND_V1,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_TREND_V1_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_TR_TREND_V1,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_TREND_V1_SHADOW_SYMBOLS,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TR_TREND_V1_SPY_REGIME_ENABLED,UNCONNECTED,False,False,BOTH,FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TTM_SQUEEZE_ENABLED,UNCONNECTED,False,False,BOTH,VEC_TTM_SQUEEZE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TTM_SQUEEZE_FILTER_TF,UNCONNECTED,False,False,BOTH,VEC_TTM_SQUEEZE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
TTM_SQUEEZE_MIN_TFS,UNCONNECTED,False,False,BOTH,VEC_TTM_SQUEEZE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_BB_FILTER,UNCONNECTED,False,False,BOTH,USE_BB_FILTER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""bb_lower_{tf}"",""bb_pct_b_{tf}"",""bb_upper_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_DC_BREAK,UNCONNECTED,False,False,BOTH,USE_DC_BREAK,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_PRICE_ACTION_ENTRY,UNCONNECTED,False,False,BOTH,USE_PRICE_ACTION,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_RZ_CASCADE,UNCONNECTED,False,False,BOTH,USE_RZ_CASCADE,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_SANDBOX,UNCONNECTED,False,False,BOTH,USE_SANDBOX,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_V8_AGGREGATORS,UNCONNECTED,False,False,BOTH,USE_V8_AGGREGATORS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_WS_3M,UNCONNECTED,False,False,BOTH,USE_WS_3M,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""3m""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_WT_CROSS,UNCONNECTED,False,False,BOTH,USE_WT_CROSS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
USE_WT_DC_HIERARCHY,UNCONNECTED,False,False,BOTH,USE_WT_DC,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,"[""dc_basis_{tf}"",""dc_high_{tf}"",""dc_low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]","[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
UVE_LIVE_ENABLED,UNCONNECTED,False,False,BOTH,GLOBAL,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,True,True,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_COOLDOWN_BARS,UNCONNECTED,False,False,BOTH,V8Q_COOLDOWN_BARS,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_HTF_MIN_ALIGNED,UNCONNECTED,False,False,BOTH,V8Q_HTF_MIN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_K3M_FLOOR,UNCONNECTED,False,False,BOTH,V8Q_K3M_FLOOR,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_MIN_HOLD_BARS,UNCONNECTED,False,False,BOTH,V8Q_MIN_HOLD,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_STRENGTH_MIN_SCORE,UNCONNECTED,False,False,BOTH,V8Q_STRENGTH_MIN,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_SYMBOL_TIER_TOP3,UNCONNECTED,False,False,BOTH,V8Q_SYMBOL_TIER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_SYMBOL_TIER_TOP4,UNCONNECTED,False,False,BOTH,V8Q_SYMBOL_TIER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_SYMBOL_TIER_TOP5,UNCONNECTED,False,False,BOTH,V8Q_SYMBOL_TIER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
V8Q_SYMBOL_TIER_TOP6,UNCONNECTED,False,False,BOTH,V8Q_SYMBOL_TIER,,N/A_NOT_CONNECTED,N/A_NOT_CONNECTED,[],"[""ANY_AVAILABLE""]",[],[],no trusted frozen-engine lifecycle read and no imported+consumed SOURCE_EXACT contract,False,False,False,4fc946b596d2095932637bc191f64c85d4bcd7d107c4598f7f20a2e00c447cf8
