field,operational_field,approved_debug_artifact_excluded,historical_missing_from_baseline_quickconfig,present_in_current_quickconfig,current_growth_since_baseline,authoritative_type,authoritative_default,authoritative_grid,authoritative_grid_source,authoritative_definition_selected,authoritative_definition_sites,inventory_sources,inventory_groups,catalog_present,family,required_npz_arrays,required_npz_arrays_basis,side_applicability,venue_applicability,timeframe_applicability,existing_vector_read,existing_vector_read_sites,rejected_vector_census_sites,existing_live_read,existing_live_read_sites,rejected_live_census_sites,recommended_disjoint_vector_tranche
STOCH_KX_SCORER_ENABLED,True,False,True,False,False,UNKNOWN,,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""VEC_STOCH_KX_SCORER""]",False,VEC_STOCH_KX_SCORER,"[""stoch_d_{tf}"",""stoch_k_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STOCH_KX_SCORER_FILTER_TF,True,False,True,False,False,UNKNOWN,,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL""]","[""VEC_STOCH_KX_SCORER""]",False,VEC_STOCH_KX_SCORER,"[""stoch_d_15m"",""stoch_d_1h"",""stoch_d_1m"",""stoch_d_3m"",""stoch_d_4h"",""stoch_d_D"",""stoch_k_15m"",""stoch_k_1h"",""stoch_k_1m"",""stoch_k_3m"",""stoch_k_4h"",""stoch_k_D""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STOCH_KX_SCORER_MIN_TFS,True,False,True,False,False,UNKNOWN,,"[1,2,3]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL""]","[""VEC_STOCH_KX_SCORER""]",False,VEC_STOCH_KX_SCORER,"[""stoch_d_{tf}"",""stoch_k_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STOP_MAJOR_LOSS_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":526,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":526,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2921,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,STOP_MAJOR_LOSS,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5581:simulate_one_symbol:getattr""]",[],False,[],[],07_EXIT_STOPS_TRAILS_RISK
STOP_PACK,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,STOP_PACK,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],07_EXIT_STOPS_TRAILS_RISK
STOP_TIMEFRAME,True,False,True,False,False,str,15m,"[""15m""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""15m"",""line"":516,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""15m"",""line"":516,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,STOP_TIMEFRAME,"[""close_15m"",""high_15m"",""low_15m""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""15m""]",False,[],[],False,[],[],07_EXIT_STOPS_TRAILS_RISK
STORM_REDUCE_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":2201,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":2201,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,STORM_REDUCE_ENABLED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5588:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:25747:_wire_weak_tm_storm_reduce_enabled:_cfg""]",[],05_REDUCE_CAUSAL_STATE
STRICT_NO_LOSS,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,STRICT_NO_LOSS,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STRICT_VEC_PARITY_GATE_ENTRIES,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":4159,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":4159,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""FILTER""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:24061:execute_now:getattr""]",[],11_CROSS_CUTTING_OTHER
STRICT_VEC_PARITY_GATE_EXITS,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":4160,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":4160,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""EXIT""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:24061:execute_now:getattr""]",[],06_EXIT_SIGNALS_FILTERS
STRICT_VEC_PARITY_MODE,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":4157,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4157,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""FILTER""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:24056:execute_now:getattr""]",[],11_CROSS_CUTTING_OTHER
STRICT_VEC_PARITY_SHADOW,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":4158,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4158,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""FILTER""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:24057:execute_now:getattr""]",[],11_CROSS_CUTTING_OTHER
STRUCTURAL_RANGE_SHIFT_ENABLED,True,False,True,False,False,UNKNOWN,,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""VEC_STRUCTURAL_RANGE_SHIFT""]",False,VEC_STRUCTURAL_RANGE_SHIFT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STRUCTURAL_RANGE_SHIFT_FILTER_TF,True,False,True,False,False,UNKNOWN,,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL""]","[""VEC_STRUCTURAL_RANGE_SHIFT""]",False,VEC_STRUCTURAL_RANGE_SHIFT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STRUCTURAL_RANGE_SHIFT_MIN_TFS,True,False,True,False,False,UNKNOWN,,"[1,2,3]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL""]","[""VEC_STRUCTURAL_RANGE_SHIFT""]",False,VEC_STRUCTURAL_RANGE_SHIFT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STRUCTURAL_WT_RETEST_EXIT_ENABLED,True,False,True,False,False,UNKNOWN,,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""EXITS_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""VEC_STRUCTURAL_WT_RETEST_EXIT""]",False,VEC_STRUCTURAL_WT_RETEST_EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],06_EXIT_SIGNALS_FILTERS
STRUCTURAL_WT_RETEST_EXIT_FILTER_TF,True,False,True,False,False,UNKNOWN,,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""EXITS_ALL""]","[""VEC_STRUCTURAL_WT_RETEST_EXIT""]",False,VEC_STRUCTURAL_WT_RETEST_EXIT,"[""close_15m"",""close_1h"",""close_1m"",""close_3m"",""close_4h"",""close_D"",""high_15m"",""high_1h"",""high_1m"",""high_3m"",""high_4h"",""high_D"",""low_15m"",""low_1h"",""low_1m"",""low_3m"",""low_4h"",""low_D"",""wt1_15m"",""wt1_1h"",""wt1_1m"",""wt1_3m"",""wt1_4h"",""wt1_D"",""wt2_15m"",""wt2_1h"",""wt2_1m"",""wt2_3m"",""wt2_4h"",""wt2_D""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",False,[],[],False,[],[],06_EXIT_SIGNALS_FILTERS
STRUCTURAL_WT_RETEST_EXIT_MIN_TFS,True,False,True,False,False,UNKNOWN,,"[1,2,3]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""EXITS_ALL""]","[""VEC_STRUCTURAL_WT_RETEST_EXIT""]",False,VEC_STRUCTURAL_WT_RETEST_EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""wt1_{tf}"",""wt2_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],06_EXIT_SIGNALS_FILTERS
STRUCTURE_FLIP_REENTRY_BASIS_RESTRICTION_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":4917,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4917,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2132,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,STRUCTURE_FLIP_REENTRY,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5602:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:13298:evaluate_stop:_cfg"",""tradier_manage.py:6609:process_position:_cfg""]",[],03_REENTRY_CAUSAL_STATE
STRUCTURE_FLIP_REENTRY_BASIS_TF,True,False,True,False,False,str,4h,"[""4h""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""4h"",""line"":4918,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""4h"",""line"":4918,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""4h"",""line"":2133,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,STRUCTURE_FLIP_REENTRY,"[""close_4h"",""high_4h"",""low_4h""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""4h""]",False,[],[],True,"[""tradier_manage.py:13299:evaluate_stop:_cfg"",""tradier_manage.py:6610:process_position:_cfg""]",[],03_REENTRY_CAUSAL_STATE
STRUCTURE_FLIP_REENTRY_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":4919,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4919,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2130,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,STRUCTURE_FLIP_REENTRY,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5609:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:13296:evaluate_stop:_cfg"",""tradier_manage.py:6607:process_position:_cfg""]",[],03_REENTRY_CAUSAL_STATE
STRUCTURE_FLIP_REENTRY_TF,True,False,True,False,False,str,15m,"[""15m""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""15m"",""line"":4920,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""15m"",""line"":4920,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""15m"",""line"":2131,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,STRUCTURE_FLIP_REENTRY,"[""close_15m"",""high_15m"",""low_15m""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""15m""]",False,[],[],True,"[""tradier_manage.py:13297:evaluate_stop:_cfg"",""tradier_manage.py:6608:process_position:_cfg""]",[],03_REENTRY_CAUSAL_STATE
STRUCTURE_HH_HL_ENABLED,True,False,True,False,False,UNKNOWN,,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""VEC_STRUCTURE_HH_HL""]",False,VEC_STRUCTURE_HH_HL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STRUCTURE_HH_HL_FILTER_TF,True,False,True,False,False,UNKNOWN,,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL""]","[""VEC_STRUCTURE_HH_HL""]",False,VEC_STRUCTURE_HH_HL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
STRUCTURE_HH_HL_MIN_TFS,True,False,True,False,False,UNKNOWN,,"[1,2,3]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL""]","[""VEC_STRUCTURE_HH_HL""]",False,VEC_STRUCTURE_HH_HL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
ST_LT_SPLIT_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":2122,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":2122,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3414,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,ST_LT_SPLIT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5616:simulate_one_symbol:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
ST_SCORE_WEIGHT_LTF,True,False,True,False,False,float,0.7,[0.7],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.7,""line"":2124,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.7,""line"":2124,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,ST_SCORE_WEIGHT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
SWEEP_DEEP_TEST_GAIN_PER_MO_MIN_PCT,True,False,True,False,False,float,1.0,[1.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1.0,""line"":1147,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1.0,""line"":1147,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,SWEEP_DEEP_TEST,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
SWEEP_DEEP_TEST_POOL_SHARPE_MIN,True,False,True,False,False,float,0.5,[0.5],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.5,""line"":1146,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.5,""line"":1146,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,SWEEP_DEEP_TEST,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
SWEEP_DISCARD_POOL_SHARPE_FLOOR,True,False,True,False,False,float,0.4,[0.4],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.4,""line"":1145,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.4,""line"":1145,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,SWEEP_DISCARD_POOL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
SWEEP_OPTIMAL_ENTRY_TF,True,False,True,False,False,str,1h,"[""1h""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""1h"",""line"":2378,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""1h"",""line"":2378,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""1h"",""line"":2949,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWEEP_OPTIMAL_ENTRY,"[""close_1h"",""high_1h"",""low_1h""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1h""]",False,[],[],False,[],[],01_ENTRY_SIGNALS
SWEEP_OPTIMAL_HOLD_BARS,True,False,True,False,False,int,8,[8],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":8,""line"":2379,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":8,""line"":2379,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":8,""line"":2950,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWEEP_OPTIMAL_HOLD,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],09_TIMING_POSITION_LIFECYCLE
SWING_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":4921,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4921,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":781,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,SWING_ENABLED,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:5623:simulate_one_symbol:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
SWING_EXIT_TFS,True,False,True,False,False,str,D,"[""D""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""D"",""line"":4922,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""D"",""line"":4922,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""D"",""line"":782,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWING_EXIT_TFS,"[""close_D"",""high_D"",""low_D""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""D""]",False,[],[],False,[],[],06_EXIT_SIGNALS_FILTERS
SWING_MAX_POSITION_SIZE,True,False,True,False,False,float,1100.0,[1100.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1100.0,""line"":4924,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1100.0,""line"":4924,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":1100.0,""line"":102,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWING_MAX_POSITION,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],08_SIZING_EXPOSURE
SWING_REENTER_MULT,True,False,True,False,False,float,1.0,[1.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1.0,""line"":4926,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1.0,""line"":4926,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":1.0,""line"":786,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,SWING_REENTER_MULT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],03_REENTRY_CAUSAL_STATE
