switch,value,mean_delta_vs_bh,n_keys_positive,verdict,best_value_for_switch,best_value_mean_delta,BNBUSDC_LONG,BNBUSDC_SHORT,BTCDOMUSDT_LONG,BTCDOMUSDT_SHORT,BTCUSDC_LONG,BTCUSDC_SHORT,DOGEUSDC_LONG,DOGEUSDC_SHORT,ETHUSDC_LONG,ETHUSDC_SHORT,HYPEUSDT_LONG,HYPEUSDT_SHORT,SOLUSDC_LONG,SOLUSDC_SHORT,WLDUSDC_LONG,WLDUSDC_SHORT,XRPUSDC_LONG,XRPUSDC_SHORT,ZECUSDC_LONG,ZECUSDC_SHORT
ADX_MAX_15m,15,0.0606,10,POSITIVE,15,0.0606,-26.084,24.451,-1.727,1.391,-35.317,30.754,13.298,-14.026,208.343,-196.719,-7.913,6.957,194.282,-192.009,-18.574,15.863,-39.152,37.889,-3.555,3.059
MFI_MAX_1h,90,0.0569,10,POSITIVE,50,1.7825,-0.447,0.197,-0.062,0.058,-0.396,0.23,0.177,-0.051,2.195,-1.364,-0.102,0.048,1.639,-0.839,-0.209,0.353,-0.629,0.393,-0.076,0.024
MFI_MAX_1h,5,0.0556,10,POSITIVE,50,1.7825,-28.622,27.235,-1.79,1.335,-37.48,32.766,14.573,-15.807,225.842,-216.073,-8.805,7.79,218.683,-214.924,-21.834,20.352,-43.929,42.292,-3.928,3.435
RSI_MIN_4h,90,0.0552,10,POSITIVE,90,0.0552,-28.682,27.362,-1.792,1.337,-37.427,32.838,14.614,-15.901,225.86,-216.618,-8.172,7.757,218.939,-215.3,-21.859,20.346,-43.956,42.21,-3.897,3.445
MFI_MAX_D,80,0.0527,10,POSITIVE,50,0.735,-2.299,1.824,-0.312,0.141,-2.257,1.396,1.063,-0.765,12.754,-8.331,-0.645,0.462,9.29,-8.27,-3.799,2.59,-4.127,2.649,-0.877,0.567
ADX_MAX_4h,40,0.0525,10,POSITIVE,40,0.0525,-8.194,7.439,-0.711,0.67,-10.847,8.818,4.702,-4.711,59.177,-54.796,-2.271,2.528,42.264,-40.856,-5.521,5.672,-12.374,10.055,-0.868,0.875
ADX_MAX_1h,15,0.05,10,POSITIVE,50,0.1439,-28.619,27.29,-1.796,1.34,-37.415,32.863,14.519,-15.886,226.032,-216.207,-8.805,7.763,218.63,-214.887,-21.808,20.344,-44.065,42.202,-3.929,3.434
ADX_MIN_4h,50,0.0493,10,POSITIVE,20,0.4677,-25.591,24.516,-1.508,1.015,-30.53,27.944,12.66,-14.016,202.439,-194.672,-7.389,6.361,200.843,-197.666,-20.301,18.379,-38.667,37.623,-3.549,3.095
ADX_MAX_D,0,0.0463,10,POSITIVE,50,0.3024,-28.639,27.35,-1.792,1.337,-37.421,32.824,14.576,-15.859,226.081,-216.403,-8.782,7.758,218.325,-214.663,-21.794,20.324,-44.086,42.289,-3.934,3.436
ADX_MAX_D,5,0.0463,10,POSITIVE,50,0.3024,-28.639,27.35,-1.792,1.337,-37.421,32.824,14.576,-15.859,226.081,-216.403,-8.782,7.758,218.325,-214.663,-21.794,20.324,-44.086,42.289,-3.934,3.436
ADX_MAX_15m,0,0.0457,10,POSITIVE,15,0.0606,-28.682,27.364,-1.792,1.337,-37.49,32.864,14.616,-15.889,226.153,-216.385,-8.822,7.8,218.939,-215.283,-21.859,20.352,-44.101,42.288,-3.936,3.439
ADX_MAX_15m,5,0.0457,10,POSITIVE,15,0.0606,-28.682,27.364,-1.792,1.337,-37.49,32.864,14.616,-15.889,226.153,-216.385,-8.822,7.8,218.939,-215.283,-21.859,20.352,-44.101,42.288,-3.936,3.439
RSI_MAX_15m,90,0.0454,9,POSITIVE,80,0.1084,-0.016,-0.007,0.0,0.038,-0.036,-0.003,0.068,0.023,0.382,0.269,-0.023,0.048,0.154,0.009,-0.02,0.056,-0.011,-0.014,-0.002,-0.007
DCPOS_MIN_15m,1.1,0.0453,10,POSITIVE,0.35,3.1561,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
DCPOS_MIN_1h,1.1,0.0453,10,POSITIVE,1.1,0.0453,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
DCPOS_MIN_4h,1.1,0.0453,10,POSITIVE,1.1,0.0453,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
DCPOS_MIN_D,1.1,0.0453,10,POSITIVE,1.1,0.0453,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
LRB_MIN_1h,1.1,0.0453,10,POSITIVE,1.1,0.0453,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
LRB_MIN_4h,1.1,0.0453,10,POSITIVE,1.1,0.0453,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
RSI_MAX_1h,5,0.0453,10,POSITIVE,50,3.215,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
RSI_MAX_4h,5,0.0453,10,POSITIVE,50,3.8215,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
RSI_MAX_D,5,0.0453,10,POSITIVE,50,1.6989,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
RSI_MIN_4h,95,0.0453,10,POSITIVE,90,0.0552,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
RSI_MIN_D,95,0.0453,10,POSITIVE,90,0.0933,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.8,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.44
ADX_MAX_1h,0,0.0446,10,POSITIVE,50,0.1439,-28.68,27.364,-1.792,1.337,-37.49,32.864,14.584,-15.889,226.153,-216.385,-8.805,7.79,218.939,-215.283,-21.859,20.352,-44.101,42.288,-3.934,3.439
RSI_MIN_15m,95,0.0446,10,POSITIVE,50,2.81,-28.682,27.362,-1.792,1.337,-37.49,32.863,14.614,-15.901,226.164,-216.369,-8.817,7.777,218.939,-215.3,-21.859,20.346,-44.101,42.288,-3.936,3.45
ADX_MAX_1h,10,0.0439,10,POSITIVE,50,0.1439,-28.645,27.356,-1.794,1.338,-37.479,32.848,14.573,-15.89,226.024,-216.353,-8.805,7.79,218.819,-215.074,-21.844,20.357,-44.106,42.26,-3.934,3.438
EMA_DIST_1h,0.12,0.0432,10,POSITIVE,-0.07,0.6992,-28.673,27.33,-1.788,1.302,-37.49,32.863,14.581,-15.855,225.612,-215.97,-8.607,7.668,218.186,-214.059,-19.917,18.244,-42.756,40.658,-3.552,3.087
ADX_MAX_1h,5,0.0415,10,POSITIVE,50,0.1439,-28.682,27.364,-1.793,1.337,-37.492,32.866,14.584,-15.889,226.154,-216.4,-8.805,7.79,218.902,-215.288,-21.859,20.352,-44.098,42.283,-3.934,3.439
ADX_MAX_1h,20,0.0397,10,POSITIVE,50,0.1439,-28.624,27.228,-1.801,1.345,-37.418,32.838,14.466,-15.837,225.773,-215.908,-8.805,7.762,218.31,-214.862,-21.78,20.312,-43.882,42.173,-3.929,3.432
ADX_MAX_D,10,0.0382,10,POSITIVE,50,0.3024,-28.292,26.971,-1.792,1.337,-37.464,32.873,14.485,-15.822,225.958,-216.274,-8.726,7.685,217.109,-213.471,-21.735,20.231,-43.946,42.133,-3.918,3.421
ADX_MAX_4h,0,0.0377,10,POSITIVE,40,0.0525,-28.658,27.352,-1.792,1.337,-37.466,32.87,14.576,-15.859,226.09,-216.43,-8.805,7.79,218.789,-215.278,-21.824,20.361,-44.094,42.291,-3.934,3.439
ADX_MAX_4h,5,0.0377,10,POSITIVE,40,0.0525,-28.658,27.352,-1.792,1.337,-37.466,32.87,14.576,-15.859,226.09,-216.43,-8.805,7.79,218.789,-215.278,-21.824,20.361,-44.094,42.291,-3.934,3.439
EMA_DIST_15m,0.12,0.037,10,POSITIVE,-0.07,0.4801,-28.682,27.362,-1.792,1.313,-37.49,32.863,14.614,-15.901,226.164,-216.353,-8.712,7.78,218.794,-215.244,-21.675,19.858,-43.829,42.16,-3.878,3.387
MFI_MAX_15m,90,0.0364,11,POSITIVE,5,0.0626,-0.272,0.295,-0.026,0.057,-0.201,0.276,0.139,0.016,1.419,-0.86,-0.045,0.063,1.747,-1.9,-0.313,0.259,-0.194,0.282,-0.027,0.013
ADX_MAX_15m,10,0.036,10,POSITIVE,15,0.0606,-28.615,27.118,-1.783,1.347,-37.45,32.82,14.55,-15.817,224.974,-214.803,-8.759,7.719,217.574,-213.906,-21.717,19.777,-43.739,41.921,-3.908,3.418
ADX_MIN_4h,10,0.0338,7,POSITIVE,20,0.4677,-0.229,0.16,-0.001,-0.014,-0.031,-0.065,0.102,-0.13,1.214,-0.683,-0.072,0.107,1.043,-0.607,-0.035,-0.001,-0.288,0.219,-0.049,0.036
MFI_MIN_D,90,0.0332,10,POSITIVE,95,0.0704,-28.192,26.951,-1.781,1.345,-37.235,32.718,14.365,-15.779,223.88,-215.18,-8.817,7.8,218.704,-215.225,-20.864,19.442,-42.664,41.458,-3.257,2.994
MFI_MAX_4h,95,0.0328,10,POSITIVE,50,2.3764,-0.1,0.059,-0.063,0.015,-0.303,0.248,0.018,-0.013,0.576,-0.077,-0.038,0.057,0.844,-0.406,-0.298,0.158,-0.042,0.023,-0.013,0.012
MFI_MIN_15m,95,0.0317,10,POSITIVE,50,1.0069,-28.621,27.245,-1.789,1.286,-37.423,32.796,14.553,-15.915,225.994,-216.303,-8.794,7.791,218.463,-214.677,-21.813,20.271,-44.013,42.075,-3.929,3.437
ADX_MAX_1h,30,0.0299,10,POSITIVE,50,0.1439,-28.314,26.948,-1.804,1.34,-37.192,32.598,14.347,-15.72,224.43,-214.951,-8.784,7.736,216.897,-213.225,-21.731,20.141,-43.558,41.934,-3.903,3.408
MFI_MAX_1h,95,0.0281,10,POSITIVE,50,1.7825,-0.118,0.041,-0.014,0.025,-0.133,0.026,0.038,-0.059,0.341,-0.122,-0.024,0.017,0.713,-0.097,-0.065,0.126,-0.218,0.097,-0.03,0.018
RSI_MIN_1h,90,0.0264,10,POSITIVE,95,0.0707,-28.614,27.331,-1.771,1.331,-37.467,32.863,14.538,-15.893,225.221,-216.415,-8.189,7.78,218.936,-215.312,-21.859,20.346,-44.084,42.26,-3.922,3.448
RSI_MAX_D,90,0.024,9,POSITIVE,50,1.6989,-0.486,0.508,0.0,0.0,-0.694,0.71,0.811,-0.618,3.448,-2.514,-1.351,1.318,5.606,-5.365,-0.846,1.049,-1.919,0.971,-0.376,0.229
RSI_MAX_1h,90,0.0201,9,POSITIVE,50,3.215,-0.104,0.048,-0.021,0.006,-0.056,0.027,0.136,-0.054,0.979,0.025,-0.677,0.064,0.347,-0.261,-0.051,-0.009,-0.024,0.047,-0.017,-0.002
MFI_MIN_1h,95,0.017,10,POSITIVE,95,0.017,-28.564,27.321,-1.777,1.312,-37.357,32.837,14.576,-15.843,225.822,-216.247,-8.793,7.783,218.226,-215.204,-21.794,20.22,-43.884,42.191,-3.906,3.422
ADX_MIN_1h,30,0.0154,10,POSITIVE,40,0.0826,-0.368,0.413,0.012,-0.002,-0.298,0.265,0.267,-0.181,1.734,-1.418,-0.033,0.065,2.042,-2.076,-0.128,0.205,-0.544,0.354,-0.032,0.032
MFI_MAX_15m,95,0.0136,11,POSITIVE,5,0.0626,-0.061,0.117,-0.003,0.051,-0.067,0.067,0.061,0.014,0.17,-0.066,-0.024,0.009,0.476,-0.624,-0.047,0.075,-0.088,0.214,-0.006,0.003
MFI_MIN_4h,95,0.0125,10,POSITIVE,95,0.0125,-28.581,27.303,-1.729,1.322,-37.187,32.615,14.596,-15.888,225.588,-216.292,-8.78,7.743,218.096,-214.894,-21.561,20.188,-44.059,42.265,-3.923,3.429
MFI_MAX_D,90,0.0122,8,POSITIVE,50,0.735,-0.49,0.411,-0.01,-0.008,-0.255,0.145,0.249,-0.122,2.284,-1.189,0.0,0.0,0.235,-0.075,-0.995,0.904,-1.437,0.83,-0.679,0.447
ADX_MAX_4h,10,0.0115,10,POSITIVE,40,0.0525,-28.452,27.202,-1.791,1.351,-37.459,32.928,14.512,-15.772,224.949,-215.687,-8.746,7.693,217.897,-214.694,-21.824,20.347,-43.813,42.07,-3.886,3.404
RSI_MAX_15m,95,0.01,6,POSITIVE,80,0.1084,-0.012,0.003,0.0,0.0,-0.024,-0.007,0.026,-0.027,0.074,0.061,-0.023,0.048,0.151,-0.022,-0.02,-0.01,-0.007,-0.003,-0.001,-0.008
ADX_MIN_15m,10,0.0091,9,POSITIVE,40,0.2896,-0.067,0.243,-0.009,-0.01,-0.041,0.043,0.065,-0.084,1.189,-1.566,-0.058,0.081,1.365,-1.395,-0.142,0.569,-0.362,0.367,-0.027,0.022
RSI_MIN_15m,90,0.0091,10,POSITIVE,50,2.81,-28.678,27.372,-1.792,1.3,-37.478,32.859,14.572,-15.952,225.856,-216.577,-8.817,7.777,218.935,-215.331,-21.859,20.28,-44.097,42.299,-3.936,3.449
MFI_MIN_15m,90,0.009,10,POSITIVE,50,1.0069,-28.41,27.067,-1.766,1.28,-37.289,32.587,14.475,-15.918,224.745,-215.509,-8.773,7.738,217.193,-213.401,-21.546,20.087,-43.907,42.007,-3.908,3.427
ADX_MIN_4h,5,0.0077,7,POSITIVE,20,0.4677,-0.024,0.01,0.0,0.0,-0.024,-0.007,0.039,-0.042,0.074,0.061,-0.012,0.01,0.151,-0.022,-0.035,-0.015,-0.007,-0.003,-0.002,0.002
ADX_MIN_D,10,0.0072,8,POSITIVE,20,0.4329,-0.389,0.39,0.0,0.0,-0.026,-0.01,0.129,-0.079,0.206,-0.095,-0.092,0.115,1.83,-1.83,-0.124,0.115,-0.155,0.156,-0.018,0.02
ADX_MIN_1h,20,0.0056,10,POSITIVE,40,0.0826,-0.057,0.133,0.009,-0.007,-0.072,0.025,0.148,-0.064,0.39,-0.461,-0.012,0.038,0.629,-0.438,-0.08,0.034,-0.22,0.116,-0.007,0.008
ADX_MIN_1h,5,0.0039,11,POSITIVE,40,0.0826,0.001,-0.002,0.001,0.001,0.002,-0.003,0.03,-0.013,0.01,0.031,-0.012,0.01,0.038,-0.012,-0.001,-0.006,-0.003,0.005,-0.001,0.002
ADX_MIN_1h,10,0.0013,10,POSITIVE,40,0.0826,-0.037,0.006,0.002,-0.001,-0.011,0.015,0.041,-0.011,0.14,-0.017,-0.012,0.01,0.12,-0.226,-0.016,-0.012,0.005,0.029,-0.001,0.002
RSI_MIN_1h,5,0.0011,8,POSITIVE,95,0.0707,-0.036,0.016,0.0,0.0,-0.033,0.027,0.06,-0.046,0.036,-0.021,-0.049,0.043,0.344,-0.272,-0.051,-0.009,-0.008,0.019,-0.003,0.006
ADX_MIN_15m,0,0.0,0,RETUNE,40,0.2896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADX_MIN_1h,0,0.0,0,RETUNE,40,0.0826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADX_MIN_4h,0,0.0,0,RETUNE,20,0.4677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADX_MIN_D,0,0.0,0,RETUNE,20,0.4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCPOS_MAX_15m,1.1,0.0,0,REDO_FUNCTION,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCPOS_MAX_1h,1.1,0.0,0,RETUNE,0.35,3.4281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCPOS_MAX_4h,1.1,0.0,0,RETUNE,0.35,3.9318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCPOS_MAX_D,1.1,0.0,0,RETUNE,0.35,2.0518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRB_MAX_1h,1.1,0.0,0,RETUNE,0.65,1.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRB_MAX_4h,1.1,0.0,0,RETUNE,0.5,2.0933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRB_MAX_D,1.1,0.0,0,RETUNE,0.2,1.2077,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
WT1_CROSS,on,0.0,0,RETUNE,off,0.6618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADX_MIN_15m,5,-0.0005,5,RETUNE,40,0.2896,0.001,-0.002,0.0,0.0,0.0,-0.001,-0.002,-0.013,0.01,0.016,0.005,0.0,0.0,-0.017,-0.001,-0.006,-0.001,0.0,0.0,0.002
ADX_MIN_D,5,-0.0009,9,RETUNE,20,0.4329,-0.042,0.012,0.0,0.0,-0.069,0.039,0.039,-0.042,0.083,0.034,-0.036,0.042,0.615,-0.637,-0.066,0.022,-0.015,0.0,-0.002,0.004
ADX_MAX_4h,50,-0.004,10,RETUNE,40,0.0525,-3.09,2.845,-0.284,0.323,-6.96,4.919,1.954,-1.885,23.725,-21.697,-1.428,1.439,18.096,-17.635,-1.559,1.967,-5.434,4.666,-0.387,0.346
ADX_MIN_1h,15,-0.0046,9,RETUNE,40,0.0826,-0.063,0.072,0.004,-0.002,-0.075,0.0,0.095,-0.015,0.132,-0.162,-0.012,0.037,0.309,-0.413,-0.051,0.002,-0.036,0.086,-0.006,0.006
ADX_MIN_4h,40,-0.0072,10,RETUNE,20,0.4677,-20.488,19.923,-1.081,0.667,-26.644,24.045,9.912,-11.19,166.987,-161.573,-6.546,5.272,176.676,-174.445,-16.338,14.673,-31.727,32.234,-3.067,2.566
MFI_MIN_D,80,-0.0074,10,RETUNE,95,0.0704,-26.382,25.537,-1.48,1.196,-35.233,31.467,13.551,-15.136,213.41,-208.038,-8.172,7.338,209.649,-207.03,-18.06,17.756,-39.975,39.639,-3.058,2.873
MFI_MIN_1h,5,-0.0103,8,RETUNE,95,0.017,-0.059,0.127,-0.002,0.002,-0.01,0.097,0.041,-0.094,0.322,-0.297,-0.012,0.01,0.256,-0.377,-0.025,-0.006,-0.173,-0.003,-0.008,0.005
MFI_MIN_1h,90,-0.0114,10,RETUNE,95,0.017,-28.234,27.165,-1.73,1.279,-37.094,32.634,14.437,-15.85,223.969,-215.005,-8.715,7.752,217.3,-214.461,-21.65,19.993,-43.472,41.895,-3.859,3.417
RSI_MAX_4h,95,-0.0131,9,RETUNE,50,3.8215,-0.058,0.096,0.0,0.0,-0.068,0.045,0.144,-0.107,0.125,-0.088,-0.243,0.165,0.733,-0.95,-0.22,0.145,-0.043,0.059,-0.018,0.02
RSI_MIN_4h,5,-0.0131,9,RETUNE,90,0.0552,-0.058,0.096,0.0,0.0,-0.068,0.045,0.144,-0.107,0.125,-0.088,-0.243,0.165,0.733,-0.95,-0.22,0.145,-0.043,0.059,-0.018,0.02
ADX_MIN_15m,15,-0.0152,9,RETUNE,40,0.2896,-2.598,2.911,-0.065,-0.053,-2.173,2.109,1.316,-1.876,17.821,-19.65,-0.904,0.844,24.657,-23.291,-3.285,4.483,-4.949,4.399,-0.381,0.381
MFI_MIN_15m,5,-0.0173,11,RETUNE,50,1.0069,-0.173,0.047,-0.008,0.006,-0.135,0.07,0.019,-0.059,0.485,-0.507,0.009,0.005,0.605,-0.528,-0.139,0.049,-0.223,0.137,-0.032,0.026
LRB_MIN_D,0.8,-0.019,6,RETUNE,1.1,0.4349,-23.739,23.48,-0.915,0.857,-34.091,30.352,,,201.335,-196.493,,,193.346,-194.589,,,-33.302,33.531,,
RSI_MAX_4h,90,-0.0231,10,RETUNE,50,3.8215,-0.058,0.096,0.0,0.0,-0.132,0.07,0.144,-0.107,0.429,0.161,-0.887,0.208,0.733,-0.95,-0.22,0.145,-0.188,0.137,-0.057,0.015
RSI_MAX_1h,95,-0.0242,7,RETUNE,50,3.215,-0.036,0.016,0.0,0.0,-0.033,0.027,0.06,-0.046,0.036,-0.021,-0.57,0.066,0.344,-0.272,-0.051,-0.009,-0.008,0.019,-0.003,-0.003
MFI_MAX_D,95,-0.0252,6,RETUNE,50,0.735,0.0,0.0,0.001,0.0,-0.054,0.06,0.186,-0.118,0.649,-0.473,0.0,0.0,0.0,0.0,0.0,0.0,-0.907,0.346,-0.533,0.339
ADX_MIN_D,40,-0.0273,10,RETUNE,20,0.4329,-22.947,22.21,-1.123,0.75,-23.604,23.441,7.641,-7.881,156.955,-155.89,-6.33,5.174,198.028,-195.35,-11.704,10.891,-34.771,34.224,-2.162,1.901
MFI_MIN_D,5,-0.0276,10,RETUNE,95,0.0704,-0.114,0.162,-0.009,0.024,-0.084,0.049,0.039,-0.042,0.118,-0.216,-0.092,0.115,1.053,-1.548,-0.124,0.115,-0.094,0.094,-0.002,0.004
ADX_MAX_4h,15,-0.0289,10,RETUNE,40,0.0525,-26.649,25.717,-1.827,1.433,-35.565,31.658,13.516,-14.859,205.777,-196.853,-8.436,7.309,202.43,-200.398,-21.786,20.269,-41.737,39.9,-3.705,3.228
ADX_MAX_15m,20,-0.0337,10,RETUNE,15,0.0606,-20.914,19.642,-1.489,1.343,-30.398,25.666,10.952,-11.204,171.352,-163.316,-5.359,4.981,153.889,-151.019,-14.126,11.736,-31.808,29.77,-2.759,2.387
ADX_MAX_1h,40,-0.0375,10,RETUNE,50,0.1439,-27.786,26.39,-1.752,1.334,-36.582,31.928,13.973,-15.372,220.026,-211.28,-8.602,7.512,212.946,-209.211,-21.453,19.641,-42.956,41.008,-3.839,3.324
WT_LEVEL_MAX_D,-80,-0.0384,10,RETUNE,-20,0.4408,-25.963,24.602,-1.645,1.168,-27.794,25.828,11.212,-12.461,171.501,-166.938,-8.817,7.8,189.919,-185.566,-20.665,19.293,-40.156,38.412,-3.793,3.294
MFI_MIN_4h,90,-0.0446,10,RETUNE,95,0.0125,-28.374,27.206,-1.598,1.264,-36.655,32.539,14.455,-15.764,222.334,-214.934,-8.739,7.683,216.525,-214.07,-21.471,20.177,-43.084,42.045,-3.812,3.381
WT_LEVEL_MIN_15m,-80,-0.0525,10,RETUNE,40,0.4411,-4.639,3.245,-0.196,0.175,-7.794,4.129,1.763,-1.624,26.86,-26.491,-1.07,0.523,27.185,-20.515,-1.829,1.131,-6.76,4.982,-0.409,0.285
RSI_MIN_15m,80,-0.0538,10,RETUNE,50,2.81,-28.511,27.053,-1.776,1.241,-37.333,32.135,14.387,-15.903,224.756,-215.724,-8.772,7.711,218.422,-213.973,-21.77,19.577,-43.728,41.634,-3.908,3.406
ADX_MAX_D,15,-0.0672,10,RETUNE,50,0.3024,-26.624,25.453,-1.743,1.343,-35.575,31.835,14.471,-15.794,222.296,-213.834,-8.504,7.639,205.381,-203.817,-21.357,19.805,-39.614,37.736,-3.816,3.376
RSI_MIN_D,20,-0.0689,10,RETUNE,90,0.0933,-0.542,0.772,-0.034,0.059,-1.031,1.567,0.941,-0.847,4.869,-6.189,-1.351,1.318,6.63,-7.939,-0.962,1.152,-0.725,1.081,-0.376,0.229
WT_LEVEL_MAX_15m,-20,-0.0747,10,RETUNE,-60,0.1203,-16.291,15.386,-1.214,0.919,-17.925,18.252,8.03,-8.629,123.999,-121.235,-5.308,4.822,125.013,-127.769,-12.744,13.286,-24.517,24.624,-2.307,2.114
WT_LEVEL_MIN_15m,-60,-0.0751,10,RETUNE,40,0.4411,-7.28,6.032,-0.328,0.29,-10.636,6.824,3.674,-3.305,48.363,-49.037,-1.701,1.209,47.892,-40.042,-4.577,2.843,-10.574,9.026,-0.757,0.582
ADX_MAX_15m,50,-0.0806,10,RETUNE,15,0.0606,-2.202,1.635,-0.236,0.207,-2.434,2.032,1.107,-1.279,17.366,-17.121,-0.424,0.174,10.054,-9.709,-1.03,0.84,-3.275,2.801,-0.312,0.194
EMA_DIST_D,0.03,-0.0823,10,RETUNE,-0.2,0.662,-15.216,14.242,-0.676,0.329,-25.392,22.086,12.927,-14.041,152.274,-148.372,-1.424,0.976,137.773,-135.831,-6.631,6.415,-25.197,24.252,-1.507,1.366
RSI_MIN_D,80,-0.0901,10,RETUNE,90,0.0933,-27.678,26.868,-1.723,1.33,-35.808,32.043,14.614,-15.901,215.185,-211.01,-7.32,7.121,213.754,-211.614,-21.859,20.346,-38.618,38.815,-3.542,3.196
MFI_MAX_15m,80,-0.093,10,RETUNE,5,0.0626,-1.289,1.833,-0.155,0.244,-1.27,2.272,0.661,-0.671,8.654,-9.994,-0.164,0.429,6.936,-10.189,-1.36,1.426,-1.641,2.348,-0.176,0.246
RSI_MIN_1h,80,-0.0949,10,RETUNE,95,0.0707,-27.916,27.169,-1.639,1.247,-36.58,32.766,14.037,-15.773,220.99,-215.61,-8.12,7.736,217.111,-215.123,-21.533,20.385,-42.444,41.757,-3.764,3.405
ADX_MIN_1h,50,-0.0984,10,RETUNE,40,0.0826,-1.738,1.619,-0.064,0.01,-1.913,1.428,0.89,-1.02,12.342,-14.386,-0.401,0.61,12.687,-12.212,-1.385,1.389,-2.496,2.68,-0.203,0.194
EMA_DIST_D,0.12,-0.1004,10,RETUNE,-0.2,0.662,-23.002,21.487,-1.465,0.927,-32.32,28.385,14.443,-15.619,177.177,-173.01,-4.268,3.399,174.262,-171.119,-9.052,8.577,-31.063,30.393,-1.73,1.59
SMA200_DIST_1h,0.03,-0.1052,10,RETUNE,-0.12,0.6541,-20.358,19.188,-0.827,0.35,-29.83,25.849,12.051,-12.955,167.58,-162.278,-5.331,4.794,148.758,-147.676,-10.025,9.252,-28.395,27.929,-1.957,1.777
STOCH_MAX_15m,95,-0.106,10,REDO_FUNCTION,95,-0.106,-0.953,0.877,-0.075,0.039,-0.572,1.269,0.521,-0.381,6.169,-6.212,-0.196,0.253,5.093,-8.382,-0.853,0.448,-0.931,1.717,-0.064,0.114
